Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,geoid,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,relation_max_fee,relation_min_fee
4076.01,0.09,0.01,0.03,0.21,0.04,0.16,0.08,0.02,0.02,0.11,0.1,0.17,0.06,0.01,0.09,0.87,0.43,0,0,0.6,0.15,0.31,0.07,0.28,0.35,0.16,0.08,0.86,0.22,0.39,0.43,0.29,0.17,0.07,0.01,0.09,0.37,0.02,0,0.07,0.9,349,797,24.4,44000,56427,1127,0,0,4.6,380900,1819,516,951,4257,1882,1871,1074,4257,80.5,30,407601,6037407601,0,0,0,CA,781203,0,0.302,0,34.0384097,-117.9461731,1784,1363
4075.02,0.06,0,0.1,0.15,0.04,0.1,0.08,0,0.02,0.14,0.18,0.09,0.07,0.05,0.03,0.87,0.54,0,0,0.28,0.06,0.16,0.03,0.27,0.58,0.11,0.05,0.7,0.07,0.47,0.35,0.28,0.1,0.1,0.02,0.12,0.46,0.01,0,0.07,0.85,293,619,31.4,76351,87937,924,2.6,0,5.7,423400,1865,489,1640,4127,1637,1618,856,4127,115.6,34.1,407502,6037407502,0,0,0,CA,1029828,0,0.398,0,34.0439866,-117.9379348,1784,951
4075.01,0.08,0,0.11,0.12,0.02,0.1,0.13,0.01,0.04,0.14,0.16,0.09,0.05,0.02,0.02,0.87,0.4,0,0,0.44,0.13,0.25,0.03,0.33,0.43,0.12,0.08,0.72,0.05,0.39,0.27,0.23,0.13,0.14,0.03,0.12,0.35,0.02,0.02,0.15,0.79,440,748,30,62000,72600,1056,2.1,0,5.2,392800,1784,372,1363,4549,2020,1965,1016,4570,110.9,32.4,407501,6037407501,0,0,0,CA,1132083,0,0.437,0,34.0466402,-117.9477593,1784,951
4073.02,0.09,0,0.1,0.16,0.06,0.1,0.07,0.01,0.04,0.07,0.16,0.06,0.12,0.05,0.04,0.87,0.49,0,0,0.17,0.06,0.23,0.03,0.32,0.52,0.11,0.05,0.74,0.08,0.44,0.34,0.17,0.15,0.08,0.05,0.18,0.39,0.02,0.01,0.1,0.86,314,419,28.3,66914,82220,775,0,0,5.6,393200,1690,325,1719,3609,1277,1188,775,3609,86.8,35.4,407302,6037407302,0,0,0,CA,803838,0,0.31,0,34.0395101,-117.9608467,1784,951
4073.01,0.09,0.01,0.07,0.13,0.04,0.09,0.05,0.02,0.05,0.12,0.25,0.1,0.04,0.05,0.05,0.92,0.61,0,0,0.32,0.05,0.28,0.03,0.19,0.6,0.03,0,0.63,0.15,0.53,0.36,0.09,0.17,0.12,0.05,0.18,0.33,0.04,0.01,0.12,0.79,175,678,32.7,83140,85383,1102,0,0,6,413400,2144,458,1784,4909,1298,1255,1102,4941,107.3,40.3,407301,6037407301,0,0,0,CA,989559,0,0.382,0,34.0454913,-117.9587133,1719,628
4071.02,0.05,0.01,0.06,0.21,0.05,0.15,0.05,0.02,0.06,0.11,0.15,0.07,0.05,0.03,0.03,0.88,0.51,0.03,0.01,0.3,0.1,0.22,0.02,0.21,0.63,0.12,0.05,0.78,0.07,0.49,0.34,0.26,0.1,0.12,0.05,0.14,0.26,0.02,0.02,0.15,0.82,443,709,29.5,71771,82162,1255,2.4,5.8,5.6,391300,1786,341,1548,5653,2722,2615,1212,5687,105.6,35.8,407102,6037407102,0,0,0,CA,922628,0,0.356,0,34.0437456,-117.9767958,1784,628
4071.01,0.04,0,0.08,0.18,0.03,0.15,0.08,0.01,0.02,0.13,0.19,0.06,0.04,0.05,0.07,0.87,0.47,0,0,0.35,0.17,0.25,0.02,0.38,0.38,0.17,0.06,0.73,0.27,0.52,0.35,0.2,0.11,0.11,0.05,0.16,0.44,0.01,0.01,0.08,0.88,338,894,30.7,65043,74051,1165,0,0,5.7,399800,1743,441,1333,4928,1809,1759,1165,4943,98.3,32.8,407101,6037407101,0,0,0,CA,1135256,0,0.438,0,34.0478649,-117.9723257,1784,628
4070.02,0.1,0.02,0.1,0.14,0.07,0.11,0.12,0,0.02,0.14,0.17,0.07,0.03,0.03,0.04,0.86,0.45,0,0,0.21,0.04,0.24,0.06,0.28,0.54,0.15,0.06,0.73,0.16,0.41,0.4,0.24,0.17,0.12,0.03,0.2,0.38,0.01,0,0.1,0.84,160,534,30.6,62813,81775,779,1.8,5.4,5.7,437500,1823,438,1913,3598,1533,1523,753,3606,98.7,39.1,407002,6037407002,0,0,0,CA,2809995,243696,1.085,0.094,34.0555809,-117.991289,1616,1282
4070.01,0.13,0,0.08,0.17,0.04,0.11,0.11,0,0.04,0.09,0.17,0.1,0.09,0.02,0,0.89,0.48,0,0,0.24,0.03,0.25,0.03,0.22,0.57,0.18,0.06,0.71,0.06,0.46,0.44,0.17,0.17,0.12,0.03,0.14,0.39,0.01,0,0.09,0.89,468,810,33.6,72699,77664,1265,0,0,6,414400,1947,402,1616,6424,2431,2362,1247,6424,93.7,32.3,407001,6037407001,0,0,0,CA,1071060,23653,0.414,0.009,34.0595763,-117.979529,1913,1312
4069.02,0.1,0.01,0.12,0.15,0.06,0.1,0.05,0.01,0.06,0.06,0.2,0.12,0.03,0.04,0.06,0.9,0.48,0.03,0,0.24,0.13,0.19,0.08,0.24,0.48,0.1,0.04,0.78,0.17,0.38,0.33,0.17,0.17,0.13,0.04,0.19,0.37,0.03,0.01,0.14,0.73,222,605,33.7,61364,79070,866,0,4.7,5.7,424100,2000,418,628,3663,1453,1406,852,3663,84.2,37.4,406902,6037406902,0,0,0,CA,1002353,0,0.387,0,34.0564404,-117.9641181,1784,1312
4069.01,0.06,0.01,0.07,0.14,0.02,0.11,0.07,0.03,0.04,0.15,0.22,0.09,0.06,0.01,0.1,0.9,0.59,0,0,0.42,0.08,0.36,0.08,0.33,0.36,0.09,0.02,0.65,0.28,0.32,0.25,0.19,0.12,0.17,0.03,0.17,0.38,0.04,0,0.14,0.78,395,790,33.5,64186,72758,1218,1.3,4.8,5.5,406700,1864,450,1312,4763,2222,2149,1140,4763,96.4,34.8,406901,6037406901,0,0,0,CA,954500,3490,0.369,0.001,34.058781,-117.9698642,1642,628
4067.02,0.08,0,0.05,0.09,0.02,0.13,0.02,0.04,0.06,0.07,0.28,0.14,0.03,0.07,0.05,0.91,0.61,0.1,0,0.45,0.19,0.28,0.06,0.39,0.35,0.07,0.02,0.71,0.15,0.36,0.35,0.08,0.07,0.23,0.08,0.21,0.41,0.04,0,0.23,0.58,301,811,34.2,78628,85087,1897,0,16.3,5.4,470700,2217,460,1622,5719,1955,1920,1665,5977,86.5,39.2,406702,6037406702,0,0,0,CA,2783391,39521,1.075,0.015,34.0659535,-117.9382452,1635,1363
4067.01,0.05,0,0.06,0.1,0.03,0.17,0.06,0.02,0.07,0.11,0.26,0.07,0.03,0.02,0.02,0.95,0.74,0,0,0.35,0.11,0.27,0.02,0.35,0.43,0.05,0,0.73,0.05,0.37,0.33,0.06,0.07,0.28,0.07,0.17,0.32,0.05,0,0.26,0.59,117,452,31.9,83750,94777,910,2.2,0,5.5,496800,2190,500,1473,3084,956,919,885,3105,95.3,37.5,406701,6037406701,0,0,0,CA,942986,0,0.364,0,34.0552717,-117.9463753,1784,951
4066.02,0.07,0.01,0.1,0.11,0.02,0.16,0.06,0.02,0.06,0.09,0.17,0.09,0.05,0.07,0.01,0.91,0.6,0,0,0.28,0.11,0.19,0.07,0.34,0.47,0.08,0.03,0.77,0.07,0.38,0.34,0.13,0.08,0.21,0.05,0.17,0.34,0.02,0.01,0.25,0.66,283,767,31.4,82569,86297,1283,0,0,5.8,482200,2182,525,1504,5413,2268,2207,1283,5423,89.5,40.7,406602,6037406602,0,0,0,CA,1590287,0,0.614,0,34.0542813,-117.9318958,1640,1363
4066.01,0.06,0.01,0.04,0.11,0.07,0.1,0.03,0.04,0.05,0.08,0.29,0.05,0.06,0.08,0.04,0.89,0.59,0,0,0.15,0.06,0.17,0.02,0.34,0.48,0.06,0.01,0.78,0.08,0.43,0.34,0.08,0.06,0.28,0.11,0.18,0.5,0.07,0.01,0.17,0.56,336,836,37.7,87083,99120,1476,0,6.9,6.3,539300,2067,506,1538.682558,5625,1623,1533,1403,5676,91.5,36.8,406601,6037406601,0,0,0,CA,1968196,0,0.76,0,34.055737,-117.9166732,2208,1263
4064.12,0.03,0,0.11,0.07,0.01,0.11,0.05,0.04,0.13,0.09,0.21,0.12,0.03,0.05,0.01,0.98,0.8,0,0,0.14,0.05,0.17,0.02,0.35,0.38,0.01,0.03,0.73,0.06,0.31,0.38,0.08,0.07,0.3,0.09,0.22,0.45,0.02,0.02,0.25,0.54,111,379,37,97857,116547,799,2.1,0,6.5,579800,2571,467,1263,2474,644,632,750,2479,85.4,42.5,406412,6037406412,0,0,0,CA,1205777,13791,0.466,0.005,34.0628294,-117.8984872,2208,1298
4064.11,0.04,0.02,0.11,0.08,0.02,0.07,0.05,0.03,0.06,0.14,0.32,0.06,0.02,0.01,0,0.92,0.75,0,0,0.24,0.1,0.28,0.02,0.39,0.36,0.03,0.05,0.77,0.09,0.42,0.37,0.1,0.1,0.21,0.09,0.18,0.5,0.03,0,0.17,0.62,216,172,39.4,81250,96383,532,0,0,6.2,459000,2281,438,1907,2231,745,715,532,2231,80.1,36.9,406411,6037406411,0,0,0,CA,731557,17816,0.282,0.007,34.0700034,-117.8998116,2208,1263
4064.02,0.05,0,0.06,0.11,0.07,0.14,0.02,0.03,0.08,0.08,0.32,0.04,0.03,0.02,0,0.98,0.82,0,0,0.1,0.08,0.14,0.01,0.31,0.52,0.04,0.01,0.74,0.01,0.42,0.28,0.06,0.03,0.33,0.08,0.19,0.56,0.01,0,0.06,0.71,189,365,36.5,113317,121255,624,0,9,6.8,619600,2845,620,2208,2274,413,406,601,2289,88.4,39.2,406402,6037406402,0,0,3,CA,978714,0,0.378,0,34.0580051,-117.9005028,1907,1263
4061.02,0.06,0,0.02,0.09,0.07,0.15,0.07,0.01,0.07,0.14,0.17,0.08,0.08,0.04,0.04,0.92,0.7,0,0,0.78,0.21,0.4,0.1,0.35,0.19,0.05,0.02,0.81,0.08,0.54,0.36,0.06,0.06,0.19,0.15,0.14,0.52,0.04,0.03,0.09,0.66,527,840,31.6,53530,66654,2275,0,3.1,4.1,474600,2201,457,1298,5916,1477,1348,2157,5946,95.2,33.6,406102,6037406102,0,0,0,CA,1646574,0,0.636,0,34.081477,-117.8892621,1907,1238
4061.01,0.06,0,0.06,0.06,0.05,0.12,0.09,0.01,0.08,0.09,0.23,0.1,0.05,0.05,0.04,0.94,0.71,0,0.05,0.63,0.12,0.34,0.06,0.33,0.17,0.05,0,0.85,0.26,0.39,0.31,0.07,0.06,0.3,0.09,0.17,0.52,0.07,0.02,0.09,0.6,175,498,30.8,64375,82972,1226,0,1.5,4.4,441300,2408,659,1292,3017,826,783,1191,3110,95.1,39.6,406101,6037406101,0,0,0,CA,1388119,0,0.536,0,34.0902906,-117.8911488,1907,1238
4057.02,0.05,0,0.06,0.14,0.06,0.11,0.04,0.01,0.1,0.06,0.21,0.1,0.06,0.07,0.02,0.93,0.67,0,0,0.31,0.09,0.29,0.05,0.37,0.35,0.09,0.01,0.65,0.14,0.45,0.4,0.04,0.08,0.3,0.06,0.14,0.39,0.09,0,0.19,0.58,313,808,34.1,70100,89080,1543,2.8,4.4,5.4,425200,2114,514,1284,5014,1725,1701,1492,5058,105.6,36.4,405702,6037405702,1,2,2,CA,1377266,0,0.532,0,34.0921972,-117.9121014,1613,1242
4057.01,0.06,0,0.04,0.09,0.07,0.16,0.04,0.01,0.06,0.1,0.23,0.11,0.07,0.02,0,0.91,0.71,0,0,0.25,0.13,0.27,0.01,0.3,0.48,0.02,0.05,0.86,0,0.52,0.37,0.07,0.1,0.2,0.06,0.11,0.58,0,0,0.1,0.78,266,918,35,96276,95238,1114,0,0,5.4,407800,2178,417,1475,4103,1080,1080,1114,4103,105.4,34.4,405701,6037405701,0,0,0,CA,1043428,0,0.403,0,34.0937632,-117.9211251,1613,1242
4053.02,0.05,0.04,0.03,0.06,0.05,0.18,0.04,0.01,0.07,0.16,0.23,0.11,0.01,0.04,0.01,0.93,0.57,0,0.01,0.44,0.06,0.35,0.04,0.39,0.35,0.05,0.06,0.66,0.05,0.37,0.4,0.08,0.12,0.18,0.08,0.16,0.33,0.01,0.01,0.17,0.7,497,792,28.3,63966,80525,1548,0,0,5.4,461000,1951,400,1481,5674,1892,1810,1512,5689,101.7,37.2,405302,6037405302,0,0,0,CA,1797003,0,0.694,0,34.0764659,-117.9439945,1635,1145
4053.01,0.07,0.01,0.02,0.12,0.08,0.16,0.08,0,0.04,0.06,0.22,0.05,0.06,0.09,0.02,0.95,0.66,0,0,0.5,0.17,0.36,0.06,0.31,0.33,0.11,0,0.76,0.21,0.48,0.34,0.08,0.03,0.2,0.05,0.13,0.29,0.03,0.01,0.15,0.71,298,646,29.1,68715,95711,1060,0,12.5,4.6,452200,2215,531,1386,3492,1183,1149,989,3501,84.7,35.1,405301,6037405301,0,0,0,CA,830817,0,0.321,0,34.085166,-117.937833,1635,1263
4052.03,0.05,0,0.08,0.1,0.04,0.12,0.11,0.04,0.04,0.15,0.19,0.05,0.06,0.01,0,0.84,0.51,0,0,0.33,0.03,0.26,0.03,0.33,0.48,0.07,0.13,0.6,0.08,0.49,0.43,0.2,0.09,0.14,0.04,0.15,0.38,0.02,0,0.16,0.74,284,411,29.5,75862,84967,842,0,0,5,406800,1888,378,1635,3610,1460,1448,812,3668,106.8,34.4,405203,6037405203,0,0,0,CA,719302,0,0.278,0,34.0762599,-117.9569613,1642,1145
4052.02,0.05,0,0.05,0.18,0.1,0.14,0.07,0.01,0.05,0.09,0.17,0.09,0.05,0.01,0.12,0.85,0.49,0,0.02,0.49,0.06,0.25,0.17,0.24,0.44,0.15,0.03,0.69,0.22,0.42,0.42,0.21,0.15,0.08,0.03,0.16,0.41,0.03,0.01,0.12,0.78,286,629,28.8,66345,70294,1287,0,7,4.7,355500,1869,353,1145,4823,1840,1780,1211,4833,107.4,36.9,405202,6037405202,0,0,0,CA,953268,0,0.368,0,34.0808488,-117.9632,1642,1263
4052.01,0.1,0.01,0.07,0.12,0.1,0.17,0.04,0,0.05,0.08,0.16,0.11,0.08,0.01,0.05,0.91,0.47,0,0,0.47,0.16,0.27,0.01,0.5,0.26,0.13,0.02,0.66,0.11,0.45,0.42,0.23,0.12,0.13,0.03,0.16,0.36,0.04,0.02,0.16,0.74,344,671,28.3,55230,66510,1390,0,2.4,5,406000,1699,411,1263,4948,1994,1965,1313,4957,84.8,36.3,405201,6037405201,0,0,0,CA,1354249,1874,0.523,0.001,34.0839121,-117.9513657,1635,1145
4051.02,0.06,0.01,0.1,0.12,0.02,0.11,0.07,0.03,0.06,0.08,0.21,0.12,0.08,0,0.04,0.9,0.46,0.01,0,0.49,0.05,0.33,0.12,0.41,0.22,0.09,0.06,0.71,0.3,0.45,0.32,0.22,0.16,0.15,0.02,0.18,0.35,0.02,0,0.23,0.69,260,659,30,45792,55424,1433,0,6.9,4.5,333200,1508,459,1306,4512,2352,2309,1277,4559,92.4,36.4,405102,6037405102,0,0,0,CA,962818,0,0.372,0,34.0891912,-117.962697,1635,1145
4051.01,0.04,0,0.08,0.18,0.07,0.12,0.06,0.02,0.01,0.14,0.19,0.09,0.02,0.02,0.04,0.88,0.49,0,0,0.39,0.09,0.24,0.02,0.42,0.43,0.18,0.05,0.71,0.05,0.46,0.33,0.2,0.1,0.1,0.02,0.16,0.27,0.01,0.03,0.18,0.75,432,665,30,74844,89505,1226,0,0,5.3,376100,2112,389,1628,5650,2430,2397,1187,5748,118.6,32.8,405101,6037405101,0,0,0,CA,1121229,0,0.433,0,34.0958307,-117.9616912,1537,1145
4050.02,0.06,0.02,0.08,0.19,0.04,0.08,0.08,0,0.04,0.07,0.18,0.1,0.07,0.06,0.02,0.88,0.44,0.01,0,0.33,0.03,0.2,0.03,0.33,0.47,0.18,0.1,0.77,0.07,0.47,0.37,0.25,0.16,0.1,0.03,0.14,0.22,0.01,0.03,0.15,0.83,159,414,29.5,64181,68879,702,2.1,4.3,4.9,384200,1689,363,1292,3089,1292,1228,667,3089,112.7,33.1,405002,6037405002,0,0,0,CA,891361,0,0.344,0,34.1033004,-117.9489743,1628,1145
4050.01,0.05,0.01,0.09,0.18,0.05,0.16,0.09,0.01,0.04,0.09,0.14,0.08,0.05,0.02,0.03,0.91,0.5,0,0.04,0.24,0.06,0.27,0.04,0.27,0.57,0.09,0.06,0.8,0.01,0.46,0.33,0.21,0.12,0.08,0.02,0.16,0.43,0.01,0.01,0.12,0.85,368,921,33,81131,81718,1391,0,0,5.2,409200,1715,424,1473,6104,2766,2729,1322,6116,107.4,36.5,405001,6037405001,0,0,0,CA,1675690,25952,0.647,0.01,34.1013179,-117.9659823,1628,1180
4049.03,0.05,0,0.08,0.11,0.04,0.1,0.04,0.02,0.06,0.1,0.2,0.14,0.11,0,0.01,0.89,0.53,0,0,0.39,0.13,0.27,0.03,0.46,0.37,0.08,0.03,0.76,0.16,0.47,0.36,0.18,0.08,0.19,0.02,0.13,0.4,0,0.03,0.26,0.7,217,452,30.8,59091,68464,711,0,0,5.2,409000,1951,454,1537,2659,1098,1064,686,2659,92.1,33.9,404903,6037404903,0,0,0,CA,545369,0,0.211,0,34.0875933,-117.9726977,1628,1145
4049.02,0.07,0,0.06,0.15,0.06,0.07,0.06,0.01,0.07,0.1,0.15,0.15,0.09,0.02,0.01,0.87,0.48,0,0,0.29,0.12,0.22,0.02,0.42,0.37,0.16,0.04,0.85,0.11,0.43,0.37,0.22,0.11,0.15,0.02,0.16,0.35,0,0.01,0.25,0.72,216,720,32,73015,88671,954,0,0,5.3,401300,1900,446,1496,4139,2118,2079,954,4153,95.3,35.5,404902,6037404902,0,0,0,CA,694549,0,0.268,0,34.0869771,-117.9791262,1607,1145
4049.01,0.08,0.01,0.11,0.12,0.07,0.12,0.07,0.01,0.06,0.13,0.18,0.06,0.04,0.02,0.01,0.87,0.49,0,0,0.35,0.06,0.27,0.01,0.37,0.45,0.1,0.13,0.81,0.05,0.4,0.31,0.22,0.14,0.16,0.03,0.16,0.43,0.03,0.03,0.21,0.72,455,852,35.9,68442,81305,1358,2.9,0,4.9,357000,1638,449,1180,5711,2641,2625,1280,5722,105.6,36.5,404901,6037404901,0,0,0,CA,1141674,169,0.441,0,34.0971898,-117.9770768,1628,1306
4048.03,0.03,0.02,0.01,0.17,0.06,0.06,0.03,0,0.14,0.12,0.23,0.09,0.03,0.03,0.01,0.88,0.48,0,0,0.37,0.09,0.17,0.01,0.35,0.39,0.13,0.03,0.56,0.04,0.46,0.46,0.15,0.14,0.16,0.05,0.16,0.43,0,0,0.13,0.76,109,264,29.7,58897,68154,455,0,0,4.7,346200,2063,517,1314,1712,638,611,447,1787,108.8,38,404803,6037404803,0,0,0,CA,471768,16401,0.182,0.006,34.0671875,-117.9659888,1642,628
4048.02,0.08,0,0.06,0.09,0.07,0.16,0.06,0.01,0.06,0.1,0.2,0.12,0.04,0.02,0,0.88,0.45,0,0,0.56,0.16,0.42,0.01,0.47,0.3,0.23,0.06,0.68,0.05,0.48,0.3,0.15,0.11,0.11,0.03,0.14,0.4,0.07,0.03,0.25,0.57,357,799,37.1,58365,68773,1146,0,4,4.9,363600,1825,429,1642,4726,2095,1978,1071,4768,95.2,33.1,404802,6037404802,0,0,0,CA,1042383,0,0.402,0,34.0726458,-117.9690042,1635,1145
4048.01,0.04,0.01,0.1,0.12,0.04,0.12,0.06,0.02,0.05,0.11,0.18,0.12,0.03,0.05,0.01,0.86,0.43,0.02,0.02,0.52,0.1,0.28,0.04,0.39,0.4,0.15,0.06,0.7,0.17,0.41,0.38,0.21,0.1,0.13,0.03,0.15,0.35,0.03,0,0.22,0.73,515,1509,35.5,51625,71633,1959,0,0.4,4.9,385800,1912,478,1589,8161,3842,3770,1929,8226,103.7,33.8,404801,6037404801,0,0,0,CA,1393385,0,0.538,0,34.0785296,-117.9773075,1642,1145
4047.03,0.08,0.02,0.12,0.13,0.08,0.08,0.08,0,0.02,0.11,0.16,0.07,0.1,0.02,0.09,0.79,0.28,0,0,0.58,0.15,0.29,0.02,0.27,0.38,0.13,0.12,0.65,0.1,0.53,0.46,0.28,0.12,0.11,0.06,0.09,0.47,0.02,0.01,0.14,0.81,295,623,32.3,42500,58808,789,7.7,4.2,4.5,398400,1846,359,1345,3154,1310,1310,744,3154,98.4,27.8,404703,6037404703,0,0,0,CA,1235934,80465,0.477,0.031,34.0641759,-117.9903099,1913,1282
4047.02,0.04,0.01,0.09,0.13,0.03,0.11,0.09,0.01,0.03,0.13,0.19,0.11,0.05,0.04,0.08,0.88,0.41,0,0,0.5,0.16,0.24,0.05,0.47,0.25,0.1,0.07,0.68,0.08,0.42,0.38,0.19,0.11,0.15,0.02,0.13,0.47,0.05,0,0.22,0.72,402,1053,32.7,49646,56817,1458,0,0,4.7,369800,1815,360,1607,5812,2591,2591,1399,5812,91.1,34,404702,6037404702,0,0,0,CA,1156276,0,0.446,0,34.0707544,-117.9850286,1913,1345
4047.01,0.03,0,0.04,0.09,0.06,0.1,0.07,0.02,0.01,0.15,0.22,0.15,0.06,0.03,0.04,0.89,0.4,0,0.02,0.41,0.13,0.3,0.08,0.32,0.47,0.16,0.04,0.75,0.06,0.46,0.34,0.27,0.16,0.14,0.02,0.13,0.35,0,0.02,0.23,0.74,549,869,30.7,64946,75807,1356,3.2,0,5.1,387500,1996,430,1468,5620,2789,2779,1238,5650,113.3,33.9,404701,6037404701,0,0,0,CA,1535869,163065,0.593,0.063,34.0721312,-117.9962625,1625,1302
4045.04,0.04,0,0.08,0.14,0.04,0.15,0.08,0.02,0.04,0.1,0.17,0.09,0.07,0.02,0.05,0.85,0.44,0.01,0,0.61,0.15,0.33,0.1,0.34,0.22,0.11,0.03,0.64,0.19,0.51,0.5,0.24,0.1,0.14,0.06,0.11,0.44,0.05,0.04,0.07,0.8,237,770,27.2,45927,57944,1362,2.5,3.1,4.3,345200,1420,453,1242,4595,1626,1543,1303,4595,104.4,32.3,404504,6037404504,0,0,0,CA,672299,0,0.26,0,34.1104925,-117.9033404,1631,1249
4045.03,0.06,0.01,0.1,0.18,0.04,0.07,0.05,0.01,0.03,0.1,0.22,0.11,0.03,0.05,0.03,0.93,0.47,0.05,0.02,0.24,0.15,0.2,0.01,0.33,0.4,0.04,0.09,0.67,0.07,0.42,0.41,0.17,0.1,0.18,0.06,0.15,0.46,0.04,0.01,0.11,0.76,202,344,30.8,64583,81272,793,1.6,0,5.3,366200,1924,426,1613,2698,1104,1070,728,2721,92.8,33.9,404503,6037404503,0,0,0,CA,656776,0,0.254,0,34.1105983,-117.9120723,1631,1242
4045.01,0.08,0,0.04,0.2,0.03,0.18,0.08,0.01,0,0.13,0.13,0.1,0.08,0.02,0.02,0.9,0.49,0,0,0.43,0.17,0.27,0.04,0.46,0.3,0.14,0.05,0.5,0.03,0.35,0.42,0.2,0.12,0.11,0.04,0.11,0.35,0.01,0,0.05,0.85,202,568,28.9,52917,60401,652,0,4.8,4.5,336000,1531,324,1502,2684,969,958,638,2684,94.5,30.2,404501,6037404501,0,0,0,CA,805206,0,0.311,0,34.1109251,-117.9220312,1631,1242
4044.02,0.13,0.01,0.09,0.15,0.05,0.1,0.05,0.04,0.1,0.09,0.17,0.08,0.06,0.02,0.06,0.9,0.48,0.01,0,0.48,0.1,0.28,0.03,0.42,0.35,0.09,0.1,0.66,0.15,0.53,0.39,0.25,0.11,0.12,0.07,0.14,0.41,0.04,0.01,0.12,0.75,333,648,30.2,57965,72808,1218,8.5,0,5,376600,1670,449,1460,4862,1985,1924,1086,4947,96.9,35.9,404402,6037404402,1,2,2,CA,3346361,19831,1.292,0.008,34.1196672,-117.9255585,1631,1242
4044.01,0.05,0.01,0.12,0.13,0.02,0.08,0.09,0.04,0.05,0.16,0.16,0.09,0.01,0.05,0.02,0.86,0.57,0,0,0.41,0.06,0.35,0.04,0.39,0.4,0.13,0.02,0.74,0.01,0.45,0.32,0.17,0.15,0.1,0.06,0.13,0.48,0.02,0.04,0.03,0.86,242,713,29.8,65284,73922,987,3.1,1.3,4.5,368200,1878,397,1486,3790,1085,1035,948,3790,95.2,32.5,404401,6037404401,0,0,0,CA,1450508,0,0.56,0,34.1292278,-117.916183,1631,1249
4043.02,0.06,0,0.09,0.09,0.03,0.1,0.11,0.03,0.03,0.06,0.15,0.15,0.13,0.02,0.02,0.9,0.49,0,0,0.39,0.1,0.27,0.04,0.24,0.48,0.11,0.01,0.81,0.07,0.61,0.38,0.1,0.07,0.1,0.07,0.13,0.35,0.01,0,0.12,0.77,209,228,30.6,73452,81034,572,0,0,5,382000,1872,440,1631,2190,707,675,572,2190,114.9,31.8,404302,6037404302,1,2,2,CA,615758,0,0.238,0,34.117896,-117.903464,1613,1221
4043.01,0.08,0.01,0.06,0.16,0.06,0.14,0.06,0.01,0.01,0.11,0.22,0.1,0.05,0.01,0.03,0.89,0.46,0,0,0.66,0.11,0.46,0.05,0.28,0.37,0.12,0.09,0.77,0.19,0.52,0.35,0.22,0.13,0.11,0.05,0.13,0.42,0.02,0.01,0.07,0.84,450,882,23.9,47375,54681,1460,3.1,0,4.3,362300,1769,301,1383,5441,2015,1956,1397,5448,97,29,404301,6037404301,0,0,0,CA,1107477,0,0.428,0,34.1275266,-117.9041106,1631,1221
