,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG,INTPTLAT,geoid
118,393.0,1324.0,,1450.0,99.6,0.16,1319.0,0.35,4.4,0.78,67005.0,407600.0,33.7,2701.0,1.4,1095.0,0.47,0.04,669.0,1873.0,232.0,0.0,-118.4622655,34.2191995,6037120010.0
119,552.0,2242.0,,1117.0,95.6,0.2,1450.0,0.29,3.7,0.74,43571.0,420300.0,26.3,3853.0,1.9,1057.0,0.83,0.11,445.0,2091.0,276.0,0.0,-118.4548516,34.2188235,6037120020.0
120,540.0,1567.0,,1057.0,109.9,0.12,1450.0,0.38,3.7,0.9,40786.0,417300.0,29.2,2683.0,2.4,1117.0,0.92,0.1,607.726253298153,2563.0,227.0,0.0,-118.451843,34.2152447,6037120030.0
121,720.0,1778.0,,1203.0,86.5,0.13,1711.0,0.33,3.4,0.92,39885.0,255000.0,30.5,3399.0,4.6,1110.0,0.93,0.13,607.726253298153,1383.0,386.0,0.0,-118.4517987,34.22972,6037120103.0
122,306.0,1028.0,,1251.0,107.2,0.21,1203.0,0.42,3.5,0.63,46558.0,373300.0,34.5,2236.0,1.5,1057.0,0.86,0.15,607.726253298153,1558.0,193.0,1.0,-118.4493666,34.223963,6037120104.0
123,560.0,1494.0,,1110.0,101.4,0.14,1711.0,0.37,3.9,0.75,47579.0,422900.0,33.0,2872.0,2.6,1136.0,0.72,0.15,588.0,2183.0,189.0,0.0,-118.4488025,34.2340798,6037120105.0
124,996.0,2369.0,,1149.0,123.2,0.1,1450.0,0.44,3.3,0.87,43078.0,569234.468339307,37.1,4663.0,4.9,1117.0,0.91,0.1,607.726253298153,1390.0,393.0,0.0,-118.4563804,34.223102,6037120106.0
125,855.0,1960.0,,1158.0,97.8,0.07,1251.0,0.38,3.4,0.89,42242.0,331300.0,32.2,3703.0,1.0,1117.0,0.94,0.11,669.0,1867.0,429.0,0.0,-118.4563804,34.226419,6037120107.0
126,803.0,2724.0,,1136.0,103.3,0.11,1344.0,0.44,3.9,0.83,52701.0,265100.0,32.3,4754.0,1.8,1149.0,0.74,0.07,600.0,1634.0,324.0,0.0,-118.4563783,34.2300529,6037120108.0
127,712.0,1976.0,,1226.0,112.8,0.22,1750.0,0.48,5.0,0.61,81274.0,454000.0,35.1,4901.0,0.0,1191.0,0.28,0.06,672.0,2157.0,327.0,0.0,-118.403944,34.223913,6037121010.0
128,470.0,1678.0,,1398.0,88.5,0.21,1623.0,0.57,4.5,0.57,80866.0,483100.0,30.8,3617.0,4.0,1226.0,0.53,0.16,603.0,2560.0,180.0,0.0,-118.4020621,34.2121225,6037121020.0
129,387.0,1216.0,,1190.0,102.5,0.16,2111.0,0.65,4.0,0.68,66552.0,407100.0,30.0,2900.0,6.6,1156.0,0.57,0.08,750.0,1843.0,251.0,0.0,-118.3654293,34.224417,6037121101.0
130,498.0,960.0,,1773.0,79.8,0.22,1750.0,0.84,5.1,0.62,69806.0,485800.0,28.5,2724.0,0.0,1190.0,0.35,0.06,645.0,2372.0,60.0,0.0,-118.3842733,34.2375217,6037121102.0
131,432.0,1568.0,,1191.0,91.1,0.25,2204.0,0.52,5.5,0.68,70756.0,411200.0,32.8,3066.0,0.0,1226.0,0.37,0.1,554.0,2035.0,174.0,0.0,-118.4039928,34.2402959,6037121210.0
132,253.0,803.0,,1750.0,103.2,0.21,1773.0,0.73,5.6,0.82,73602.0,412900.0,28.4,2402.0,0.0,1191.0,0.35,0.08,573.0,2025.0,207.0,0.0,-118.3955625,34.2276175,6037121221.0
133,1074.0,2578.0,,1355.0,98.7,0.19,1773.0,0.72,5.1,0.88,62820.0,453000.0,29.5,5378.0,3.2,1191.0,0.69,0.12,678.0,2112.0,541.0,0.0,-118.3919487,34.2321519,6037121222.0
134,504.0,1595.0,,1348.0,96.3,0.18,1623.0,0.49,3.4,0.69,42821.0,372500.0,33.2,2999.0,8.9,1218.0,0.69,0.17,587.0,2092.0,82.0,0.0,-118.3928771,34.2114871,6037121801.0
135,409.0,1219.0,,1602.0,121.8,0.22,1750.0,0.65,5.2,0.59,72106.0,434700.0,34.3,3249.0,0.0,1226.0,0.23,0.13,525.0,2319.0,261.0,0.0,-118.3913636,34.2192141,6037121802.0
136,842.0,1976.0,,1383.0,103.8,0.17,1322.0,0.66,5.2,0.82,68402.0,419200.0,27.1,4616.0,2.5,1156.0,0.48,0.1,605.0,2053.0,238.0,0.0,-118.3719094,34.2107757,6037122120.0
137,353.0,1116.0,,1156.0,99.8,0.22,1383.0,0.71,4.3,0.76,57505.0,434800.0,27.5,2593.0,3.0,1190.0,0.53,0.11,577.0,1859.0,122.0,0.0,-118.3705556,34.2142143,6037122121.0
138,448.0,1304.0,,1312.0,96.6,0.15,1602.0,0.7,4.3,0.94,51812.0,404500.0,26.2,2652.0,2.6,1156.0,0.76,0.15,455.0,2051.0,248.0,0.0,-118.3736105,34.2197648,6037122122.0
139,654.0,1687.0,,1228.0,102.7,0.17,1623.0,0.63,3.0,0.8,46065.0,401400.0,30.5,3588.0,1.1,1191.0,0.9,0.15,511.0,2750.0,224.0,0.0,-118.3919739,34.2044832,6037122410.0
140,855.0,2398.0,,1241.0,122.0,0.17,1348.0,0.57,3.9,0.72,61827.0,457700.0,30.4,4381.0,0.0,1129.0,0.67,0.12,554.0,2320.0,136.0,0.0,-118.3832842,34.20361,6037122420.0
141,831.0,2132.0,,1256.0,86.4,0.16,1383.0,0.85,4.5,0.85,48843.0,435300.0,34.1,3959.0,0.0,1129.0,0.67,0.1,600.0,2294.0,249.0,0.0,-118.3745717,34.2027436,6037123010.0
142,448.0,1665.0,,1322.0,93.2,0.18,1383.0,0.66,5.2,0.86,73913.0,384700.0,31.5,3343.0,0.0,1129.0,0.38,0.12,527.0,2075.0,217.0,0.0,-118.3664946,34.2047368,6037123020.0
143,665.0,1687.0,,1245.0,82.3,0.23,1340.0,0.66,3.7,0.52,62644.0,427400.0,29.4,3883.0,0.7,1129.0,0.7,0.11,712.0,1963.0,151.0,0.0,-118.365403,34.192132,6037123103.0
144,727.0,1741.0,,1143.0,107.5,0.25,1463.0,0.64,3.7,0.67,62180.0,534800.0,25.3,4537.0,4.4,1129.0,0.75,0.13,478.0,2693.0,418.0,0.0,-118.3650028,34.1828906,6037123104.0
145,807.0,1618.0,,1218.0,103.5,0.1,1623.0,0.56,3.4,0.77,48323.0,568300.0,27.7,3880.0,1.7,1191.0,0.89,0.09,385.0,2654.0,250.0,0.0,-118.3916113,34.1967006,6037123203.0
146,421.0,1458.0,,1191.0,111.8,0.14,1623.0,0.49,3.6,0.71,51638.0,448900.0,30.5,3004.0,7.4,1218.0,0.81,0.21,397.0,2643.0,170.0,1.0,-118.3943295,34.193936,6037123204.0
147,412.0,1172.0,,1232.0,122.6,0.11,1241.0,0.71,3.8,0.75,61068.0,483300.0,29.6,2615.0,3.9,1129.0,0.81,0.13,607.726253298153,2406.0,165.0,0.0,-118.3835614,34.1945637,6037123205.0
148,399.0,1353.0,,1129.0,83.2,0.19,1340.0,0.58,3.4,0.86,54833.0,413100.0,30.7,2638.0,2.5,1153.0,0.76,0.08,434.0,1977.0,171.0,0.0,-118.3748665,34.1937075,6037123206.0
149,420.0,2119.0,,1623.0,88.0,0.24,1402.0,0.53,3.9,0.39,77051.0,435000.0,34.6,4356.0,5.3,1191.0,0.64,0.16,578.0,2162.0,150.0,0.0,-118.4001219,34.2003096,6037123301.0
150,345.0,1643.0,,1402.0,86.7,0.21,1623.0,0.69,4.1,0.49,58667.0,468300.0,31.5,2987.0,2.1,1180.0,0.7,0.11,730.0,2020.0,152.0,0.0,-118.4116037,34.1972751,6037123303.0
151,762.0,1979.0,,1297.0,92.1,0.28,1623.0,0.7,3.2,0.4,52676.0,544500.0,29.9,4348.0,6.2,1180.0,0.81,0.09,698.0,2484.0,243.0,0.0,-118.4060882,34.1965389,6037123304.0
152,514.0,2169.0,,1227.0,91.3,0.2,1402.0,0.7,3.5,0.56,68754.0,486000.0,29.8,4249.0,1.9,1146.0,0.71,0.12,631.0,2125.0,268.0,0.0,-118.4214325,34.1993793,6037123410.0
153,719.0,2093.0,,1180.0,79.6,0.18,1402.0,0.69,3.9,0.55,59125.0,505500.0,29.6,4359.0,2.9,1184.0,0.68,0.12,514.0,2422.0,288.0,1.0,-118.4146718,34.193033,6037123420.0
154,656.0,2606.0,,1185.0,77.4,0.21,1368.0,0.51,3.9,0.48,62364.0,551400.0,33.6,4913.0,1.5,1146.0,0.71,0.16,650.0,2476.0,239.0,0.0,-118.4290714,34.1953384,6037123510.0
155,420.0,1267.0,,1184.0,111.6,0.22,1370.0,0.67,4.4,0.46,73395.0,590600.0,31.5,2888.0,3.5,1180.0,0.59,0.1,533.0,2280.0,307.0,1.0,-118.423608,34.1884912,6037123520.0
156,437.0,2056.0,,1337.0,101.7,0.17,1521.0,0.76,4.2,0.36,73369.0,559100.0,31.1,4741.0,1.7,1180.0,0.67,0.16,739.0,2340.0,278.0,0.0,-118.4162038,34.1774941,6037123601.0
157,351.0,1573.0,,1370.0,85.3,0.21,1538.0,0.67,4.4,0.36,78953.0,703700.0,35.5,3664.0,0.0,1182.0,0.67,0.15,747.0,2944.0,197.0,0.0,-118.4263255,34.1812199,6037123602.0
158,804.0,1884.0,,1392.0,116.6,0.19,1453.0,0.66,4.1,0.5,70167.0,548400.0,32.8,4374.0,4.5,1153.0,0.75,0.18,564.0,2642.0,281.0,0.0,-118.3937977,34.1854544,6037123901.0
159,265.0,918.0,,1453.0,87.6,0.14,1521.0,0.67,4.0,0.26,79705.0,632100.0,32.8,2499.0,3.5,1192.0,0.68,0.13,461.0,2398.0,158.0,0.0,-118.3922288,34.1758783,6037123902.0
160,507.0,1570.0,,1419.0,118.2,0.13,1453.0,0.67,3.3,0.51,64363.0,589400.0,29.9,3542.0,4.9,1192.0,0.76,0.29,607.726253298153,2691.0,88.0,0.0,-118.3833988,34.1757824,6037124102.0
161,293.0,985.0,,1153.0,106.6,0.14,1392.0,0.53,3.8,0.66,57692.0,550200.0,23.7,1983.0,0.0,1129.0,0.66,0.19,569.0,2216.0,177.0,0.0,-118.3834122,34.1884919,6037124103.0
162,266.0,978.0,,1192.0,137.7,0.14,1419.0,0.71,3.1,0.63,50760.0,491200.0,32.0,2444.0,2.3,1153.0,0.86,0.19,379.0,1875.0,181.0,0.0,-118.38341,34.1848613,6037124104.0
163,267.0,1142.0,,1217.0,101.1,0.28,1453.0,0.72,3.2,0.55,58186.0,460900.0,31.5,2462.0,0.0,1153.0,0.83,0.06,607.726253298153,2589.0,234.0,1.0,-118.3834061,34.1812289,6037124105.0
164,286.0,1945.0,,1340.0,86.8,0.15,1276.0,0.76,4.3,0.61,66114.0,585100.0,33.4,3435.0,0.0,1129.0,0.51,0.14,431.0,2270.0,297.0,0.0,-118.3746763,34.1848664,6037124201.0
165,170.0,1130.0,,1276.0,112.3,0.11,1419.0,0.74,3.7,0.59,65120.0,577000.0,31.3,2537.0,3.8,1143.0,0.6,0.17,427.0,2295.0,159.0,1.0,-118.374665,34.1776041,6037124203.0
166,199.0,894.0,,1233.0,105.1,0.19,1489.0,0.57,3.1,0.58,55742.0,430600.0,30.4,2152.0,2.1,1217.0,0.9,0.18,607.726253298153,2000.0,23.0,1.0,-118.3746553,34.1739725,6037124204.0
167,238.0,594.0,,1372.0,95.6,0.21,1521.0,0.71,3.2,0.22,46762.0,644400.0,33.4,2654.0,0.0,1217.0,0.92,0.17,862.0,3339.0,135.0,0.0,-118.4008746,34.1702439,6037124902.0
168,172.0,1050.0,,1521.0,93.6,0.22,1453.0,0.86,3.7,0.29,71505.0,492100.0,27.0,3587.0,2.6,1217.0,0.81,0.13,1042.0,2316.0,172.0,0.0,-118.4008675,34.1666099,6037124903.0
169,463.0,1579.0,,1463.0,120.4,0.13,1687.0,0.69,2.9,0.44,80335.0,744500.0,27.8,4761.0,6.9,1233.0,0.77,0.21,523.0,2671.0,277.0,1.0,-118.3660317,34.1695171,6037125310.0
170,230.0,1862.0,,1489.0,132.7,0.16,1723.0,0.78,2.7,0.33,52026.0,395300.0,29.1,5379.0,4.8,1233.0,0.95,0.18,391.0,2688.0,96.0,1.0,-118.3701944,34.1666765,6037125320.0
171,96.0,1177.0,,1687.0,105.4,0.23,1723.0,0.66,2.6,0.15,68322.0,344500.0,37.1,4729.0,5.7,1233.0,0.93,0.2,607.726253298153,1881.0,193.0,0.0,-118.3743046,34.1626066,6037125401.0
172,211.0,1211.0,,1723.0,110.4,0.15,1687.0,0.73,3.9,0.16,93254.0,617600.0,27.1,4676.0,0.6,1418.0,0.72,0.17,675.0,2908.0,203.0,0.0,-118.3740062,34.1566827,6037125402.0
173,203.0,840.0,,1418.0,104.5,0.14,1723.0,0.7,3.5,0.22,71921.0,554600.0,33.3,3127.0,1.9,1233.0,0.85,0.16,694.0,3371.0,146.0,0.0,-118.3657855,34.1622937,6037125501.0
174,250.0,614.0,,1669.0,86.2,0.15,1723.0,0.77,3.5,0.18,81603.0,675900.0,29.5,3457.0,1.4,1418.0,0.74,0.19,517.0,2614.0,115.0,0.0,-118.3655444,34.1566283,6037125502.0
175,665.0,2685.0,,1252.0,110.3,0.16,1368.0,0.33,3.9,0.71,67178.0,444600.0,30.9,5663.0,1.4,1057.0,0.65,0.12,733.0,2166.0,510.0,0.0,-118.4445253,34.2060073,6037127102.0
176,531.0,1102.0,,1146.0,86.5,0.31,1368.0,0.33,3.6,0.58,59892.0,260000.0,30.0,3187.0,3.0,1185.0,0.84,0.12,636.0,2467.0,442.0,1.0,-118.4301703,34.2043745,6037127103.0
177,543.0,1577.0,,1279.0,90.9,0.16,1368.0,0.44,4.2,0.53,70624.0,463000.0,34.7,3588.0,2.4,1146.0,0.61,0.14,823.0,2108.0,332.0,1.0,-118.4357986,34.2051758,6037127104.0
178,792.0,2312.0,,1191.0,113.8,0.15,1450.0,0.3,3.5,0.64,61392.0,392100.0,32.3,5714.0,1.4,1057.0,0.71,0.18,576.0,1673.0,628.0,0.0,-118.4596472,34.2066365,6037127210.0
179,805.0,2587.0,,1251.0,102.2,0.25,1333.0,0.43,3.7,0.67,58643.0,446700.0,33.3,5005.0,1.7,1057.0,0.74,0.12,1007.0,2354.0,204.0,0.0,-118.4531264,34.2047824,6037127220.0
180,775.0,2625.0,,1095.0,105.3,0.11,1935.0,0.19,3.1,0.79,38735.0,259800.0,31.6,4544.0,3.4,1128.0,0.94,0.08,607.726253298153,1120.0,520.0,0.0,-118.4697511,34.2184163,6037127520.0
181,761.0,1373.0,,1233.0,89.8,0.15,1577.0,0.32,3.8,0.8,50257.0,462900.0,30.4,3154.0,0.0,1159.0,0.85,0.18,783.0,1779.0,267.0,0.0,-118.4800237,34.1957241,6037127603.0
182,304.0,1423.0,,1159.0,105.1,0.2,1522.0,0.42,3.3,0.56,58272.0,460800.0,33.6,3093.0,5.9,1199.0,0.8,0.1,607.726253298153,2250.0,388.0,0.0,-118.4797991,34.1993163,6037127604.0
183,780.0,1941.0,,1423.0,113.2,0.1,1577.0,0.22,3.8,0.8,59577.0,469400.0,37.1,3998.0,2.4,1159.0,0.93,0.05,607.726253298153,2550.0,479.0,0.0,-118.4847378,34.189727,6037127605.0
184,539.0,1188.0,,1289.0,79.3,0.2,1577.0,0.45,4.3,0.6,76460.0,474500.0,32.5,3499.0,1.3,1159.0,0.66,0.08,529.0,2302.0,248.0,1.0,-118.4778055,34.1902629,6037127606.0
185,486.0,1424.0,,1199.0,121.3,0.13,1289.0,0.39,3.4,0.58,50928.0,686000.0,37.0,3669.0,4.6,1159.0,0.84,0.1,1500.0,2491.0,278.0,0.0,-118.4700952,34.1974182,6037127712.0
186,741.0,1840.0,,1333.0,91.1,0.24,1277.0,0.32,3.7,0.64,57745.0,444600.0,32.3,4675.0,0.3,1101.0,0.77,0.11,364.0,2035.0,525.0,0.0,-118.4530799,34.1975155,6037127803.0
187,620.0,2188.0,,1277.0,94.5,0.23,1333.0,0.45,3.8,0.51,59861.0,475400.0,32.1,4450.0,0.6,1101.0,0.73,0.15,682.0,2458.0,380.0,1.0,-118.4618228,34.1974925,6037127804.0
188,498.0,1913.0,,1169.0,88.9,0.16,1335.0,0.48,3.3,0.66,53585.0,496000.0,36.0,3785.0,0.0,1101.0,0.74,0.15,800.0,2364.0,283.0,0.0,-118.4576889,34.1921963,6037127805.0
189,452.0,1656.0,,1101.0,121.3,0.13,1335.0,0.62,3.5,0.66,50227.0,531500.0,32.7,3253.0,2.8,1169.0,0.81,0.14,607.726253298153,2754.0,261.0,0.0,-118.4572359,34.1885731,6037127806.0
190,743.0,2658.0,,1192.0,108.4,0.1,1368.0,0.27,3.4,0.75,54374.0,450000.0,33.6,4960.0,4.3,1243.0,0.86,0.2,567.0,2178.0,411.0,0.0,-118.4443624,34.1975649,6037127910.0
191,846.0,2055.0,,1368.0,82.5,0.24,1323.0,0.52,4.6,0.58,70486.0,479500.0,31.0,4633.0,1.8,1146.0,0.61,0.11,664.0,2433.0,331.0,0.0,-118.4356225,34.1975655,6037127920.0
192,458.0,1823.0,,1323.0,93.0,0.19,1368.0,0.56,4.0,0.49,75591.0,501300.0,38.6,3715.0,1.8,1182.0,0.67,0.13,631.0,2525.0,260.0,0.0,-118.4356174,34.1902993,6037128101.0
193,921.0,2537.0,,1243.0,92.6,0.17,1335.0,0.31,3.5,0.68,52757.0,478100.0,38.1,4976.0,4.9,1182.0,0.82,0.17,715.0,2210.0,307.0,0.0,-118.4443506,34.1902959,6037128102.0
194,962.0,2447.0,,1227.0,105.3,0.15,1335.0,0.33,3.6,0.82,40713.0,463900.0,32.8,5247.0,2.1,1101.0,0.95,0.11,607.726253298153,3071.0,441.0,0.0,-118.4443453,34.1835838,6037128210.0
195,315.0,1185.0,,1182.0,116.9,0.18,1538.0,0.64,3.6,0.43,64542.0,624200.0,36.4,3106.0,1.2,1227.0,0.73,0.18,590.0,2762.0,306.0,1.0,-118.4355767,34.1835533,6037128220.0
196,872.0,2123.0,,1187.0,112.3,0.16,1335.0,0.75,3.5,0.77,52543.0,362200.0,34.3,4832.0,2.9,1101.0,0.83,0.17,774.0,1925.0,228.0,0.0,-118.4605367,34.1838638,6037128302.0
197,790.0,1854.0,,1335.0,118.8,0.16,1287.0,0.71,3.7,0.86,41004.0,569234.468339307,39.1,3650.0,3.8,1101.0,0.97,0.1,607.726253298153,2403.218731117825,307.0,0.0,-118.4523813,34.1830757,6037128303.0
198,674.0,2211.0,,1287.0,99.6,0.23,1538.0,0.55,3.9,0.45,72852.0,536500.0,32.1,4526.0,4.0,1182.0,0.78,0.13,658.0,2661.0,325.0,0.0,-118.4410821,34.1784585,6037128601.0
199,586.0,670.0,,1538.0,117.0,0.13,1770.0,0.91,5.2,0.19,116419.0,753000.0,32.1,3910.0,0.0,1182.0,0.48,0.13,1095.0,3230.0,275.0,0.0,-118.4356063,34.1712144,6037128602.0
200,380.0,1300.0,,1770.0,97.6,0.19,1929.0,0.73,4.3,0.16,115823.0,764900.0,30.4,6026.0,3.7,1538.0,0.61,0.12,979.0,3314.0,361.0,0.0,-118.439318,34.160869,6037128702.0
201,157.0,1083.0,,1449.0,79.0,0.17,1837.0,0.63,3.5,0.17,71374.0,583300.0,31.6,3425.0,1.8,1187.0,0.73,0.14,931.0,2713.0,221.0,0.0,-118.4651573,34.1682378,6037128801.0
202,446.0,1348.0,,1687.0,80.0,0.17,1837.0,0.77,4.2,0.17,127198.0,729000.0,33.7,4959.0,6.8,1187.0,0.6,0.09,644.0,3343.0,537.0,0.0,-118.4552597,34.1684788,6037128802.0
203,470.0,1053.0,,1658.0,114.3,0.19,1837.0,0.76,4.5,0.13,121051.0,771300.0,33.5,4530.0,0.0,1449.0,0.56,0.17,799.0,3425.0,322.0,0.0,-118.4585185,34.1616765,6037128910.0
204,1094.0,3238.0,,1507.0,103.6,0.23,1521.0,0.5,4.0,0.56,68985.0,522300.0,29.7,6542.0,2.2,1256.0,0.78,0.19,808.0,2575.0,443.0,0.0,-118.5382539,34.214735,6037131010.0
205,957.0,2990.0,,1521.0,95.3,0.2,1666.0,0.51,4.8,0.63,87939.0,457400.0,26.6,6133.0,5.1,1294.0,0.46,0.09,653.0,2537.0,344.0,0.0,-118.5395023,34.2001766,6037131020.0
206,860.0,2027.0,,1407.0,93.6,0.22,1551.0,0.55,4.2,0.42,69679.0,386700.0,29.2,5214.0,0.0,1247.0,0.58,0.13,791.0,2312.0,368.0,0.0,-118.5578906,34.2046643,6037131701.0
207,595.0,1168.0,,1430.0,100.6,0.22,1551.0,0.5,5.1,0.49,83219.0,387800.0,35.5,3725.0,0.0,1294.0,0.3,0.12,656.0,2149.0,229.0,0.0,-118.5476933,34.2035942,6037131702.0
208,642.0,964.0,,1216.0,112.9,0.29,2002.0,0.52,5.2,0.27,100097.0,573900.0,27.7,3613.0,0.0,1379.0,0.37,0.1,399.0,2436.0,224.0,0.0,-118.514195,34.1920691,6037132001.0
209,409.0,1036.0,,2002.0,114.2,0.17,1680.0,0.62,5.1,0.43,93271.0,591900.0,31.5,3250.0,0.0,1216.0,0.4,0.11,706.0,2714.0,300.0,0.0,-118.507196,34.1948951,6037132002.0
210,501.0,1429.0,,1577.0,85.5,0.21,2002.0,0.42,4.8,0.41,95738.0,541900.0,31.5,4555.0,4.9,1159.0,0.59,0.07,678.0,2419.0,312.0,0.0,-118.4956552,34.1902625,6037132101.0
211,953.0,2170.0,,1522.0,113.0,0.14,2002.0,0.49,4.5,0.49,68345.0,431000.0,32.9,5780.0,0.0,1159.0,0.55,0.16,510.0,2357.0,401.0,0.0,-118.497369,34.2020955,6037132102.0
212,577.0,2077.0,,1294.0,81.5,0.21,1551.0,0.66,4.6,0.54,68029.0,436300.0,28.2,4539.0,4.5,1335.0,0.6,0.13,613.0,2297.0,262.0,0.0,-118.548597,34.1968245,6037132501.0
213,462.0,1725.0,,1551.0,91.7,0.27,2162.0,0.64,4.5,0.38,72761.0,336300.0,30.2,4085.0,0.0,1294.0,0.54,0.06,1036.0,2224.0,461.0,0.0,-118.5469513,34.1911391,6037132502.0
214,670.0,2143.0,,1367.0,120.3,0.11,1738.0,0.49,4.1,0.84,66486.0,439700.0,26.4,3936.0,4.1,1113.0,0.65,0.17,610.0,2298.0,248.0,0.0,-118.5917267,34.2029146,6037134001.0
215,523.0,1547.0,,1268.0,99.0,0.19,1738.0,0.6,4.7,0.63,88075.0,448900.0,31.5,3836.0,3.4,1116.0,0.53,0.16,669.0,2091.0,255.0,0.0,-118.5855271,34.2026924,6037134002.0
216,752.0,2692.0,,1247.0,119.5,0.17,1565.0,0.33,5.2,0.48,87241.0,491500.0,37.1,5469.0,0.0,1188.0,0.39,0.08,755.0,2625.0,545.0,0.0,-118.5666433,34.2143034,6037134101.0
217,596.0,1752.0,,1299.0,86.1,0.2,1628.0,0.51,5.3,0.44,88075.0,481700.0,30.5,4543.0,0.0,1247.0,0.4,0.16,634.0,2205.0,301.0,0.0,-118.5814401,34.2185595,6037134103.0
218,670.0,2181.0,,1423.0,107.3,0.14,1564.0,0.35,4.3,0.38,81380.0,492100.0,30.6,4635.0,1.0,1188.0,0.53,0.11,802.0,2552.0,341.0,0.0,-118.5753847,34.2119534,6037134104.0
219,684.0,1720.0,,1337.0,92.6,0.16,1580.0,0.53,5.5,0.51,94142.0,483000.0,35.4,4542.0,0.0,1287.0,0.27,0.1,752.0,2517.0,346.0,0.0,-118.5912335,34.2139885,6037134201.0
220,393.0,898.0,,1867.0,91.4,0.22,3073.0,0.66,5.9,0.28,98620.0,559500.0,28.5,3824.0,0.0,1580.0,0.13,0.1,656.0,2583.0,222.0,0.0,-118.6209257,34.2136956,6037134302.0
221,550.0,2403.0,,1742.0,86.7,0.26,2521.0,0.57,5.2,0.42,105442.0,463300.0,30.6,5723.0,0.0,1113.0,0.25,0.07,642.0,2381.0,218.0,0.0,-118.611899,34.203248,6037134303.0
222,390.0,1058.0,,2521.0,97.7,0.2,3073.0,0.51,6.1,0.29,90975.0,542000.0,31.6,3034.0,0.0,1113.0,0.31,0.1,683.0,2569.0,172.0,1.0,-118.6102868,34.213933,6037134304.0
223,928.0,2203.0,,1287.0,107.6,0.1,2521.0,0.29,3.6,0.85,44888.0,569234.468339307,27.1,4319.0,0.0,1113.0,1.0,0.17,607.726253298153,2403.218731117825,384.0,0.0,-118.6016952,34.217634,6037134305.0
224,528.0,1640.0,,1580.0,106.8,0.15,2521.0,0.52,4.0,0.45,74973.0,380600.0,31.5,4111.0,0.0,1113.0,0.69,0.18,702.0,2519.0,418.0,0.0,-118.6017021,34.2119148,6037134306.0
225,807.0,955.0,,3500.0,92.5,0.2,3244.0,0.82,7.3,0.06,164541.0,792000.0,31.6,3957.0,0.0,2425.0,0.06,0.14,815.0,3556.0,88.0,0.0,-118.64714,34.202023,6037134421.0
226,723.0,1308.0,,2872.0,88.8,0.25,3500.0,0.69,6.3,0.15,126064.0,622000.0,27.5,4812.0,0.0,1742.0,0.14,0.1,595.0,3061.0,268.0,0.0,-118.6306683,34.2024601,6037134422.0
227,459.0,764.0,,2425.0,89.0,0.18,3500.0,0.71,6.4,0.13,111437.0,633800.0,37.9,3531.0,0.0,1867.0,0.19,0.07,777.0,2989.0,103.0,0.0,-118.6350313,34.2140487,6037134423.0
228,376.0,825.0,,2861.0,92.9,0.28,3500.0,0.72,7.6,0.06,180928.0,911100.0,31.6,2844.0,0.0,2107.0,0.03,0.13,1062.0,3788.0,95.0,0.0,-118.656561,34.2135692,6037134424.0
229,930.0,3055.0,,1217.0,109.0,0.13,1780.0,0.51,3.2,0.76,57167.0,340000.0,28.4,6072.0,4.0,1113.0,0.83,0.11,641.0,1871.0,582.0,0.0,-118.59964,34.198294,6037134520.0
230,682.0,2117.0,,1397.0,124.3,0.12,1580.0,0.46,3.9,0.89,61689.0,361600.0,29.4,3687.0,1.8,1113.0,0.78,0.18,673.0,2065.0,372.0,0.0,-118.5952099,34.2046283,6037134521.0
231,933.0,1940.0,,1113.0,102.8,0.17,2521.0,0.52,3.7,0.78,47489.0,415100.0,29.8,4305.0,0.0,1217.0,0.82,0.13,550.0,2198.0,281.0,0.0,-118.6017183,34.2046744,6037134522.0
232,836.0,2742.0,,1188.0,107.4,0.15,1498.0,0.3,3.8,0.66,64609.0,440800.0,31.4,5547.0,0.6,1116.0,0.76,0.19,689.0,2218.0,495.0,0.0,-118.5779426,34.2023735,6037134710.0
233,590.0,1657.0,,1498.0,99.0,0.29,1423.0,0.38,4.3,0.5,84055.0,491000.0,32.4,4549.0,4.3,1116.0,0.51,0.14,693.0,2271.0,312.0,0.0,-118.5688121,34.2046449,6037134720.0
234,506.0,1124.0,,1335.0,78.0,0.27,2162.0,0.82,5.6,0.26,86506.0,581000.0,35.4,3119.0,6.6,1116.0,0.4,0.06,535.0,2706.0,158.0,0.0,-118.5606591,34.1873507,6037134901.0
235,583.0,3211.0,,1738.0,106.3,0.18,1780.0,0.53,3.2,0.45,76473.0,569234.468339307,31.7,6435.0,2.8,1116.0,1.0,0.15,607.726253298153,2403.218731117825,646.0,0.0,-118.5916957,34.1924692,6037134903.0
