,Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,GEOID,typology_x,typ_cat_x,label_x,Unnamed: 0,tract_y,typology_y,typ_cat_y,label_y,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
1039,4823.04,0.07,0.00,0.08,0.10,0.04,0.12,0.08,0.00,0.03,0.10,0.16,0.18,0.08,0.05,0.11,0.90,0.28,0.00,0.00,0.72,0.10,0.28,0.21,0.31,0.18,0.14,0.12,0.44,0.34,0.54,0.40,0.34,0.14,0.13,0.01,0.16,0.16,0.00,0.00,0.51,0.47,240.0,625.0,27.1,32287.0,45526.0,980.0,0.0,1.9,3.7,504900.00,2286.0,313.0,1179.0,3382.0,1922.0,1906.0,918.0,3437.0,98.0,35.2,482304.0,6037482304.0,1.0,['LISD'],0.0,1903.0,482304.0,1.0,['LISD'],0.0,CA,619443,0,0.239,0.0,34.0644299,-118.0988908
1040,4824.01,0.07,0.01,0.05,0.14,0.05,0.13,0.08,0.00,0.03,0.07,0.20,0.09,0.09,0.05,0.03,0.89,0.45,0.00,0.00,0.61,0.11,0.25,0.05,0.40,0.27,0.15,0.08,0.55,0.15,0.36,0.36,0.35,0.13,0.12,0.01,0.19,0.20,0.00,0.01,0.50,0.47,322.0,483.0,22.0,52407.0,64981.0,1022.0,0.0,0.0,4.1,572100.00,2035.0,522.0,1265.0,3765.0,2151.0,2131.0,982.0,3765.0,110.1,38.8,482401.0,6037482401.0,1.0,['LISD'],0.0,898.0,482401.0,1.0,['LISD'],0.0,CA,839067,0,0.324,0.0,34.0674668,-118.0863199
1041,4824.02,0.04,0.00,0.00,0.13,0.04,0.09,0.08,0.06,0.06,0.14,0.24,0.06,0.06,0.05,0.04,0.90,0.45,0.00,0.01,0.40,0.05,0.18,0.08,0.41,0.27,0.14,0.06,0.54,0.12,0.40,0.33,0.23,0.09,0.21,0.04,0.24,0.15,0.00,0.00,0.54,0.42,560.0,823.0,30.2,52622.0,72873.0,2277.0,0.0,0.0,4.7,435700.00,2386.0,499.0,1383.0,7485.0,3771.0,3583.0,2277.0,7585.0,103.4,45.2,482402.0,6037482402.0,1.0,['LISD'],0.0,1399.0,482402.0,1.0,['LISD'],0.0,CA,3339808,137469,1.29,0.053,34.0489168,-118.0800883
1042,4825.02,0.08,0.00,0.07,0.11,0.07,0.12,0.06,0.02,0.06,0.02,0.16,0.17,0.10,0.05,0.07,0.88,0.41,0.00,0.00,0.57,0.12,0.29,0.06,0.31,0.32,0.11,0.01,0.66,0.09,0.42,0.35,0.27,0.15,0.18,0.01,0.19,0.09,0.01,0.00,0.81,0.17,172.0,418.0,31.0,48448.0,70797.0,969.0,0.0,0.0,4.4,598000.00,2175.0,489.0,1219.0,3339.0,2297.0,2281.0,878.0,3385.0,115.6,44.6,482502.0,6037482502.0,4.0,['EOG'],1.0,2133.0,482502.0,4.0,['EOG'],1.0,CA,640664,0,0.247,0.0,34.0589818,-118.1037641
1043,4825.21,0.07,0.00,0.10,0.15,0.03,0.09,0.05,0.00,0.07,0.08,0.23,0.12,0.04,0.04,0.05,0.91,0.50,0.00,0.01,0.33,0.14,0.22,0.04,0.24,0.43,0.12,0.04,0.62,0.20,0.32,0.29,0.21,0.11,0.22,0.04,0.25,0.24,0.01,0.00,0.53,0.41,336.0,642.0,29.6,59727.0,65880.0,1633.0,0.0,0.0,4.9,480900.00,2111.0,459.0,1621.0,5540.0,3134.0,3051.0,1464.0,5827.0,89.1,43.7,482521.0,6037482521.0,6.0,['SMMI'],0.0,2364.0,482521.0,6.0,['SMMI'],0.0,CA,1545616,685,0.597,0.0,34.0502444,-118.1001251
1044,4825.22,0.06,0.00,0.04,0.10,0.09,0.13,0.05,0.04,0.04,0.12,0.17,0.11,0.06,0.06,0.05,0.95,0.64,0.01,0.00,0.39,0.18,0.28,0.04,0.41,0.24,0.14,0.03,0.57,0.08,0.47,0.35,0.10,0.07,0.29,0.06,0.22,0.45,0.00,0.00,0.41,0.47,267.0,655.0,34.1,67857.0,85166.0,1623.0,0.0,7.4,4.9,438800.00,1875.0,463.0,1509.0,4773.0,1875.0,1829.0,1504.0,4861.0,97.6,38.8,482522.0,6037482522.0,6.0,['SMMI'],0.0,2430.0,482522.0,6.0,['SMMI'],0.0,CA,1641790,0,0.634,0.0,34.0409044,-118.0939473
1045,4827.01,0.05,0.00,0.03,0.09,0.04,0.11,0.10,0.02,0.09,0.13,0.18,0.10,0.03,0.06,0.02,0.91,0.60,0.00,0.00,0.44,0.10,0.30,0.08,0.37,0.34,0.09,0.05,0.66,0.12,0.34,0.30,0.08,0.10,0.25,0.03,0.24,0.19,0.01,0.00,0.37,0.53,264.0,413.0,34.5,68125.0,78688.0,1449.0,0.0,0.0,4.2,536800.00,2355.0,475.0,1357.0,4154.0,1908.0,1900.0,1276.0,4163.0,89.1,41.7,482701.0,6037482701.0,8.0,['BE'],0.0,628.0,482701.0,8.0,['BE'],0.0,CA,1229384,0,0.475,0.0,34.037622,-118.1397485
1046,4827.02,0.03,0.00,0.05,0.10,0.03,0.09,0.07,0.03,0.04,0.08,0.22,0.12,0.07,0.09,0.03,0.96,0.63,0.00,0.00,0.22,0.10,0.15,0.05,0.45,0.26,0.06,0.00,0.55,0.10,0.41,0.32,0.10,0.05,0.28,0.07,0.31,0.25,0.01,0.00,0.49,0.43,84.0,222.0,34.3,75119.0,101517.0,844.0,0.8,0.0,5.2,581000.00,2235.0,449.0,1475.0,2387.0,1048.0,1038.0,802.0,2399.0,95.7,47.7,482702.0,6037482702.0,5.0,['AdvG'],1.0,900.0,482702.0,5.0,['AdvG'],1.0,CA,718252,0,0.277,0.0,34.0414853,-118.1338308
1047,5002.01,0.04,0.02,0.07,0.11,0.04,0.10,0.02,0.03,0.07,0.10,0.30,0.07,0.03,0.06,0.05,0.97,0.81,0.00,0.00,0.11,0.09,0.23,0.01,0.37,0.45,0.01,0.00,0.70,0.06,0.28,0.25,0.03,0.03,0.44,0.14,0.26,0.71,0.00,0.00,0.12,0.33,199.0,1064.0,36.6,119653.0,149142.0,2172.0,0.0,8.5,6.3,705600.00,2996.0,658.0,2704.0,6827.0,1074.0,1055.0,2151.0,6978.0,101.9,46.5,500201.0,6037500201.0,9.0,['SAE'],0.0,901.0,500201.0,9.0,['SAE'],0.0,CA,7221552,755,2.788,0.0,33.9569184,-117.9753443
1048,5002.02,0.05,0.00,0.05,0.08,0.04,0.06,0.05,0.03,0.10,0.08,0.33,0.09,0.03,0.08,0.00,0.96,0.80,0.01,0.00,0.16,0.08,0.18,0.03,0.38,0.45,0.01,0.00,0.70,0.00,0.31,0.26,0.03,0.03,0.49,0.12,0.26,0.64,0.01,0.01,0.14,0.55,260.0,625.0,35.9,135811.0,177473.0,1583.0,2.2,0.0,7.2,941700.00,3917.0,1112.0,1133.0,4791.0,1138.0,1130.0,1468.0,4815.0,103.1,45.4,500202.0,6037500202.0,9.0,['SAE'],0.0,902.0,500202.0,9.0,['SAE'],0.0,CA,6337498,19754,2.447,0.008,33.9613945,-117.9940889
1049,5004.02,0.06,0.00,0.05,0.12,0.06,0.10,0.10,0.01,0.06,0.09,0.14,0.11,0.09,0.07,0.04,0.88,0.46,0.00,0.00,0.57,0.05,0.36,0.06,0.38,0.24,0.20,0.06,0.67,0.19,0.47,0.40,0.27,0.11,0.10,0.02,0.17,0.42,0.00,0.01,0.01,0.98,319.0,837.0,27.7,43906.0,58400.0,1193.0,0.0,0.0,4.3,424100.00,1843.0,341.0,1263.0,4745.0,1778.0,1778.0,1170.0,4745.0,95.5,33.1,500402.0,6037500402.0,1.0,['LISD'],0.0,629.0,500402.0,1.0,['LISD'],0.0,CA,1343474,0,0.519,0.0,34.0036098,-118.0764181
1050,5004.03,0.06,0.00,0.02,0.17,0.06,0.06,0.11,0.01,0.04,0.09,0.22,0.12,0.06,0.04,0.08,0.94,0.66,0.00,0.00,0.10,0.05,0.16,0.05,0.37,0.42,0.07,0.00,0.67,0.24,0.48,0.40,0.12,0.11,0.19,0.06,0.19,0.63,0.00,0.02,0.08,0.86,219.0,585.0,34.7,80949.0,87074.0,1084.0,3.1,0.0,5.8,438000.00,1987.0,335.0,1726.0,3890.0,806.0,708.0,1054.0,3896.0,81.7,38.9,500403.0,6037500403.0,6.0,['SMMI'],0.0,3369.0,500403.0,6.0,['SMMI'],0.0,CA,2057391,189585,0.794,0.073,34.007329,-118.0660365
1051,5004.04,0.02,0.00,0.04,0.23,0.10,0.09,0.04,0.02,0.06,0.06,0.27,0.07,0.03,0.02,0.02,0.86,0.69,0.00,0.00,0.24,0.04,0.21,0.03,0.40,0.41,0.05,0.05,0.73,0.15,0.46,0.38,0.08,0.10,0.19,0.06,0.18,0.47,0.02,0.00,0.08,0.82,362.0,583.0,32.9,75179.0,87047.0,1375.0,0.0,0.0,5.6,422100.00,1792.0,438.0,1365.0,4764.0,1417.0,1382.0,1332.0,4764.0,97.7,40.5,500404.0,6037500404.0,6.0,['SMMI'],0.0,3370.0,500404.0,6.0,['SMMI'],0.0,CA,1192852,0,0.461,0.0,34.0139543,-118.0739967
1052,5010.02,0.05,0.00,0.05,0.12,0.03,0.09,0.14,0.01,0.02,0.09,0.31,0.06,0.02,0.06,0.02,0.91,0.77,0.00,0.01,0.25,0.06,0.24,0.01,0.40,0.44,0.04,0.01,0.82,0.08,0.41,0.34,0.05,0.07,0.24,0.05,0.14,0.42,0.02,0.01,0.02,0.83,369.0,803.0,31.6,92609.0,105660.0,1458.0,0.0,0.0,5.3,448200.00,2174.0,504.0,1989.0,5159.0,982.0,957.0,1458.0,5159.0,99.7,35.2,501002.0,6037501002.0,8.0,['BE'],0.0,3372.0,501002.0,8.0,['BE'],0.0,CA,1470882,0,0.568,0.0,33.9822771,-118.0620458
1053,5015.01,0.03,0.00,0.02,0.10,0.08,0.12,0.05,0.01,0.07,0.11,0.31,0.04,0.02,0.08,0.05,0.94,0.77,0.01,0.00,0.15,0.14,0.18,0.01,0.49,0.26,0.01,0.03,0.75,0.16,0.29,0.33,0.02,0.01,0.44,0.14,0.25,0.56,0.00,0.00,0.10,0.56,132.0,295.0,33.3,104074.0,122026.0,864.0,0.0,4.3,5.9,584900.00,2516.0,642.0,1756.0,2365.0,333.0,320.0,858.0,2365.0,95.8,45.4,501501.0,6037501501.0,7.0,['ARE'],0.0,908.0,501501.0,7.0,['ARE'],0.0,CA,6236644,16327,2.408,0.006,34.0016567,-118.0208418
1054,5015.03,0.02,0.00,0.05,0.10,0.05,0.12,0.05,0.01,0.07,0.13,0.30,0.06,0.04,0.05,0.06,0.92,0.74,0.00,0.00,0.75,0.19,0.37,0.07,0.42,0.14,0.04,0.05,0.80,0.13,0.50,0.37,0.02,0.08,0.23,0.09,0.10,0.42,0.01,0.02,0.02,0.73,491.0,813.0,35.2,66500.0,74784.0,1985.0,0.0,5.2,4.2,498600.00,2405.0,455.0,1361.0,5247.0,574.0,531.0,1842.0,5247.0,94.1,31.5,501503.0,6037501503.0,7.0,['ARE'],0.0,324.0,501503.0,7.0,['ARE'],0.0,CA,804801,0,0.311,0.0,33.9861018,-118.0364753
1055,5015.04,0.04,0.02,0.09,0.12,0.07,0.15,0.04,0.02,0.06,0.06,0.14,0.10,0.11,0.03,0.07,0.88,0.55,0.01,0.00,0.88,0.22,0.37,0.18,0.28,0.08,0.06,0.07,0.88,0.37,0.58,0.45,0.08,0.09,0.20,0.08,0.19,0.35,0.01,0.01,0.07,0.77,157.0,453.0,29.0,35444.0,47957.0,1598.0,8.9,0.0,3.0,416100.00,2672.0,755.0,1072.0,3322.0,783.0,757.0,1510.0,3359.0,76.2,39.0,501504.0,6037501504.0,1.0,['LISD'],0.0,1052.0,501504.0,1.0,['LISD'],0.0,CA,745546,0,0.288,0.0,33.9792515,-118.0369951
1056,5018.02,0.05,0.00,0.07,0.12,0.04,0.14,0.05,0.01,0.07,0.08,0.24,0.04,0.04,0.10,0.05,0.95,0.72,0.00,0.00,0.49,0.20,0.34,0.06,0.39,0.15,0.04,0.02,0.88,0.04,0.37,0.39,0.03,0.06,0.27,0.05,0.16,0.47,0.05,0.00,0.02,0.76,302.0,419.0,34.9,75428.0,80719.0,1261.0,0.0,0.0,4.4,487400.00,2118.0,431.0,1522.0,3416.0,493.0,479.0,1197.0,3485.0,81.6,35.7,501802.0,6037501802.0,5.0,['AdvG'],1.0,905.0,501802.0,5.0,['AdvG'],1.0,CA,775421,0,0.299,0.0,33.9679116,-118.0292523
1057,5018.03,0.03,0.01,0.05,0.12,0.06,0.16,0.07,0.01,0.02,0.12,0.19,0.06,0.11,0.02,0.07,0.86,0.46,0.00,0.00,0.88,0.23,0.34,0.14,0.29,0.08,0.08,0.16,0.88,0.28,0.53,0.47,0.14,0.09,0.10,0.08,0.09,0.39,0.02,0.01,0.01,0.80,456.0,908.0,27.3,33594.0,40874.0,1500.0,0.0,2.3,3.3,468800.00,1804.0,,1154.0,4291.0,791.0,791.0,1458.0,4396.0,101.4,28.7,501803.0,6037501803.0,1.0,['LISD'],0.0,3373.0,501803.0,1.0,['LISD'],0.0,CA,592458,0,0.229,0.0,33.971739,-118.0408537
1058,5018.04,0.05,0.01,0.03,0.14,0.08,0.11,0.05,0.01,0.04,0.16,0.19,0.09,0.03,0.05,0.06,0.90,0.50,0.00,0.00,0.79,0.13,0.37,0.21,0.30,0.12,0.11,0.12,0.84,0.10,0.43,0.44,0.12,0.06,0.14,0.04,0.11,0.39,0.02,0.00,0.02,0.83,252.0,403.0,34.3,49129.0,56191.0,771.0,0.0,7.2,3.8,431900.00,2331.0,542.0,1265.0,2183.0,442.0,427.0,701.0,2214.0,68.4,31.6,501804.0,6037501804.0,1.0,['LISD'],0.0,3374.0,501804.0,1.0,['LISD'],0.0,CA,532320,0,0.206,0.0,33.9698819,-118.0349208
1059,5020.03,0.04,0.00,0.07,0.19,0.01,0.11,0.08,0.02,0.04,0.09,0.20,0.10,0.04,0.05,0.02,0.86,0.58,0.00,0.00,0.43,0.13,0.24,0.00,0.39,0.30,0.08,0.08,0.77,0.05,0.49,0.33,0.15,0.15,0.12,0.03,0.13,0.45,0.01,0.00,0.01,0.86,199.0,447.0,31.0,68631.0,72199.0,788.0,0.0,3.0,4.8,408500.00,1885.0,350.0,1237.0,2700.0,799.0,754.0,749.0,2718.0,104.1,34.4,502003.0,6037502003.0,6.0,['SMMI'],0.0,3375.0,502003.0,6.0,['SMMI'],0.0,CA,643593,0,0.248,0.0,33.9631765,-118.0393768
1060,5020.04,0.03,0.00,0.08,0.14,0.05,0.09,0.10,0.00,0.04,0.10,0.23,0.09,0.03,0.05,0.02,0.86,0.53,0.00,0.01,0.39,0.11,0.21,0.02,0.38,0.35,0.19,0.05,0.75,0.12,0.50,0.42,0.17,0.12,0.10,0.03,0.13,0.33,0.01,0.00,0.03,0.87,211.0,827.0,29.8,62656.0,79784.0,997.0,0.0,0.0,4.8,419900.00,2153.0,494.0,1466.0,4310.0,1373.0,1362.0,997.0,4326.0,97.2,34.7,502004.0,6037502004.0,6.0,['SMMI'],0.0,3376.0,502004.0,6.0,['SMMI'],0.0,CA,1334931,0,0.515,0.0,33.960905,-118.0477931
1061,5020.05,0.08,0.00,0.09,0.21,0.02,0.10,0.11,0.01,0.03,0.06,0.17,0.07,0.09,0.04,0.02,0.93,0.67,0.00,0.00,0.43,0.10,0.32,0.04,0.32,0.33,0.09,0.06,0.80,0.14,0.43,0.41,0.08,0.07,0.11,0.06,0.14,0.44,0.01,0.00,0.02,0.75,562.0,759.0,32.6,54897.0,85340.0,1309.0,0.0,0.0,5.0,448600.00,2085.0,333.0,1423.0,5003.0,1061.0,1036.0,1292.0,5052.0,96.7,32.6,502005.0,6037502005.0,6.0,['SMMI'],0.0,3377.0,502005.0,6.0,['SMMI'],0.0,CA,1055899,0,0.408,0.0,33.9516825,-118.0342818
1062,5023.01,0.04,0.01,0.07,0.12,0.04,0.25,0.06,0.01,0.04,0.04,0.18,0.09,0.04,0.08,0.03,0.85,0.56,0.00,0.00,0.24,0.08,0.23,0.02,0.33,0.45,0.09,0.00,0.68,0.07,0.42,0.36,0.14,0.16,0.17,0.05,0.20,0.32,0.01,0.02,0.01,0.92,495.0,580.0,27.1,70990.0,91031.0,1407.0,0.0,0.0,5.5,397800.00,1717.0,271.0,1782.0,5897.0,1916.0,1843.0,1407.0,5903.0,111.3,39.5,502301.0,6037502301.0,6.0,['SMMI'],0.0,2365.0,502301.0,6.0,['SMMI'],0.0,CA,1598866,0,0.617,0.0,33.9680887,-118.0787046
1063,5023.02,0.08,0.00,0.11,0.24,0.06,0.09,0.09,0.01,0.02,0.09,0.11,0.12,0.02,0.03,0.06,0.79,0.43,0.00,0.00,0.71,0.14,0.41,0.12,0.34,0.19,0.17,0.25,0.69,0.18,0.48,0.43,0.21,0.19,0.11,0.05,0.08,0.25,0.02,0.00,0.02,0.92,251.0,604.0,28.1,52308.0,62925.0,788.0,0.0,0.0,3.8,393300.00,1965.0,447.0,1142.0,3234.0,1294.0,1294.0,756.0,3234.0,103.0,28.4,502302.0,6037502302.0,1.0,['LISD'],0.0,1326.0,502302.0,1.0,['LISD'],0.0,CA,750551,0,0.29,0.0,33.9660089,-118.0683122
1064,5024.01,0.06,0.01,0.05,0.12,0.05,0.11,0.11,0.01,0.03,0.09,0.19,0.12,0.06,0.06,0.03,0.89,0.66,0.02,0.00,0.24,0.08,0.25,0.07,0.34,0.48,0.02,0.08,0.73,0.25,0.36,0.40,0.16,0.07,0.13,0.05,0.17,0.58,0.01,0.00,0.04,0.86,570.0,607.0,27.3,66793.0,71487.0,1285.0,0.0,5.3,5.5,408600.00,1929.0,289.0,1328.0,4866.0,1328.0,1244.0,1254.0,4965.0,75.0,34.5,502401.0,6037502401.0,7.0,['ARE'],0.0,910.0,502401.0,7.0,['ARE'],0.0,CA,945481,0,0.365,0.0,33.9763939,-118.0968706
1065,5024.02,0.08,0.01,0.06,0.12,0.05,0.10,0.14,0.02,0.03,0.04,0.22,0.10,0.06,0.06,0.04,0.85,0.57,0.00,0.00,0.13,0.07,0.14,0.03,0.35,0.45,0.11,0.01,0.70,0.11,0.44,0.35,0.15,0.12,0.12,0.05,0.18,0.58,0.00,0.01,0.00,0.92,231.0,448.0,30.1,80060.0,87476.0,991.0,1.5,0.0,5.4,402500.00,1797.0,343.0,1578.0,3717.0,1152.0,1117.0,955.0,3727.0,92.6,39.2,502402.0,6037502402.0,7.0,['ARE'],0.0,1617.0,502402.0,7.0,['ARE'],0.0,CA,786706,99582,0.304,0.038,33.9737097,-118.0905791
1066,5026.01,0.06,0.00,0.04,0.17,0.03,0.14,0.08,0.01,0.02,0.07,0.25,0.09,0.05,0.05,0.02,0.92,0.65,0.00,0.00,0.22,0.07,0.24,0.04,0.34,0.41,0.09,0.01,0.81,0.06,0.43,0.39,0.15,0.14,0.12,0.04,0.18,0.59,0.01,0.00,0.02,0.93,380.0,975.0,32.6,76800.0,85502.0,1859.0,0.0,0.0,5.3,421000.00,2224.0,386.0,1695.0,6835.0,1907.0,1880.0,1806.0,6855.0,96.1,37.4,502601.0,6037502601.0,7.0,['ARE'],0.0,120.0,502601.0,7.0,['ARE'],0.0,CA,1767977,165427,0.683,0.064,33.9594036,-118.0944003
1067,5026.02,0.06,0.02,0.02,0.08,0.10,0.09,0.11,0.03,0.03,0.06,0.20,0.16,0.09,0.04,0.08,0.89,0.53,0.00,0.00,0.59,0.11,0.38,0.07,0.28,0.33,0.11,0.04,0.64,0.22,0.44,0.38,0.16,0.11,0.13,0.04,0.14,0.63,0.00,0.00,0.02,0.87,196.0,729.0,28.2,49391.0,63684.0,1372.0,0.0,3.2,4.5,471500.00,1971.0,366.0,1207.0,4320.0,1339.0,1278.0,1329.0,4320.0,99.7,33.0,502602.0,6037502602.0,1.0,['LISD'],0.0,121.0,502602.0,1.0,['LISD'],0.0,CA,1263480,0,0.488,0.0,33.9650177,-118.1032467
1068,5028.01,0.03,0.01,0.08,0.12,0.05,0.09,0.06,0.01,0.08,0.11,0.22,0.09,0.04,0.05,0.05,0.90,0.62,0.00,0.00,0.18,0.05,0.18,0.02,0.31,0.41,0.09,0.04,0.77,0.13,0.44,0.31,0.08,0.08,0.15,0.08,0.18,0.58,0.01,0.02,0.01,0.84,521.0,975.0,30.1,79083.0,94067.0,1776.0,1.4,7.9,5.5,434100.00,2120.0,440.0,1883.0,6512.0,1515.0,1490.0,1707.0,6523.0,98.9,36.8,502801.0,6037502801.0,8.0,['BE'],0.0,3378.0,502801.0,8.0,['BE'],0.0,CA,2223660,0,0.859,0.0,33.9408894,-118.0892287
1069,5028.02,0.05,0.00,0.02,0.13,0.19,0.09,0.04,0.02,0.04,0.07,0.22,0.08,0.06,0.06,0.14,0.95,0.61,0.03,0.29,0.65,0.18,0.58,0.16,0.28,0.18,0.04,0.04,0.73,0.35,0.35,0.38,0.13,0.07,0.27,0.07,0.26,0.39,0.09,0.01,0.29,0.47,285.0,258.0,34.6,34907.0,62761.0,1254.0,0.0,1.5,4.0,457700.00,2194.0,744.0,1278.0,2993.0,1202.0,1173.0,1242.0,3081.0,71.1,38.5,502802.0,6037502802.0,1.0,['LISD'],0.0,3379.0,502802.0,1.0,['LISD'],0.0,CA,3862043,4442,1.491,0.002,33.9335661,-118.0683234
1070,5029.01,0.05,0.00,0.05,0.12,0.03,0.17,0.08,0.01,0.05,0.14,0.20,0.07,0.04,0.03,0.04,0.92,0.65,0.00,0.00,0.14,0.05,0.14,0.01,0.36,0.47,0.03,0.04,0.71,0.22,0.42,0.40,0.12,0.10,0.17,0.08,0.15,0.53,0.01,0.00,0.03,0.77,414.0,708.0,33.5,86602.0,90354.0,1452.0,0.0,0.0,5.4,442900.00,1975.0,427.0,1831.0,5782.0,1443.0,1336.0,1433.0,5803.0,89.2,37.5,502901.0,6037502901.0,6.0,['SMMI'],0.0,2435.0,502901.0,6.0,['SMMI'],0.0,CA,1247226,0,0.482,0.0,33.9459765,-118.0409409
1071,5029.02,0.08,0.00,0.14,0.15,0.06,0.10,0.12,0.01,0.06,0.09,0.16,0.03,0.05,0.04,0.07,0.86,0.48,0.00,0.00,0.56,0.05,0.34,0.02,0.34,0.37,0.12,0.08,0.77,0.12,0.46,0.38,0.24,0.09,0.08,0.03,0.11,0.32,0.00,0.02,0.03,0.89,361.0,845.0,31.0,52557.0,67880.0,983.0,0.0,0.0,5.2,449700.00,1927.0,393.0,1362.0,4332.0,1397.0,1361.0,983.0,4370.0,95.6,32.5,502902.0,6037502902.0,1.0,['LISD'],0.0,122.0,502902.0,1.0,['LISD'],0.0,CA,3853048,0,1.488,0.0,33.9427453,-118.0524424
1072,5031.03,0.07,0.03,0.12,0.09,0.02,0.12,0.07,0.02,0.04,0.12,0.18,0.13,0.04,0.03,0.03,0.90,0.59,0.00,0.01,0.27,0.05,0.27,0.03,0.39,0.44,0.22,0.09,0.78,0.12,0.45,0.30,0.13,0.09,0.15,0.06,0.13,0.34,0.00,0.01,0.05,0.82,372.0,1097.0,30.6,75185.0,95415.0,1176.0,2.8,0.0,5.4,416200.00,2016.0,352.0,1843.0,5293.0,1619.0,1587.0,1130.0,5307.0,110.8,31.5,503103.0,6037503103.0,6.0,['SMMI'],0.0,3380.0,503103.0,6.0,['SMMI'],0.0,CA,1085703,3536,0.419,0.001,33.9281744,-118.0407064
1073,5031.04,0.06,0.00,0.11,0.14,0.07,0.10,0.05,0.01,0.07,0.13,0.11,0.11,0.06,0.05,0.06,0.87,0.54,0.00,0.01,0.39,0.05,0.11,0.01,0.43,0.34,0.11,0.05,0.70,0.18,0.38,0.24,0.25,0.12,0.12,0.04,0.12,0.36,0.01,0.01,0.03,0.82,224.0,436.0,32.4,57143.0,63074.0,624.0,0.0,0.0,5.1,407000.00,1691.0,322.0,1482.0,2594.0,911.0,885.0,624.0,2594.0,88.2,32.9,503104.0,6037503104.0,6.0,['SMMI'],0.0,3381.0,503104.0,6.0,['SMMI'],0.0,CA,541380,5382,0.209,0.002,33.9202427,-118.0432662
1074,5031.05,0.05,0.00,0.06,0.14,0.05,0.11,0.08,0.01,0.07,0.11,0.23,0.08,0.03,0.03,0.01,0.80,0.56,0.00,0.05,0.47,0.17,0.32,0.05,0.36,0.30,0.16,0.12,0.80,0.10,0.43,0.38,0.16,0.08,0.14,0.05,0.11,0.32,0.00,0.00,0.10,0.79,404.0,694.0,29.4,66758.0,85624.0,1059.0,0.0,3.7,4.6,418400.00,2051.0,497.0,1424.0,4264.0,1501.0,1466.0,1013.0,4274.0,94.4,33.2,503105.0,6037503105.0,8.0,['BE'],0.0,3382.0,503105.0,8.0,['BE'],0.0,CA,1097315,13269,0.424,0.005,33.927592,-118.0344855
1075,5031.06,0.06,0.02,0.12,0.15,0.04,0.14,0.04,0.02,0.08,0.05,0.20,0.10,0.04,0.03,0.01,0.91,0.63,0.00,0.00,0.42,0.14,0.28,0.12,0.33,0.32,0.10,0.02,0.86,0.15,0.30,0.43,0.15,0.09,0.16,0.08,0.14,0.39,0.00,0.00,0.07,0.71,273.0,595.0,33.2,67031.0,87674.0,1183.0,0.0,4.7,5.0,454500.00,2090.0,454.0,1644.0,3962.0,948.0,927.0,1159.0,3962.0,73.3,33.7,503106.0,6037503106.0,6.0,['SMMI'],0.0,3383.0,503106.0,6.0,['SMMI'],0.0,CA,924879,0,0.357,0.0,33.9207603,-118.0236715
