,EDUCATIONAL ATTAINMENT Less than 9th grade,HEALTH INSURANCE COVERAGE With private health insurance,Construction,White,"Educational services, and health care and social assistance",Retail trade,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,Median age (years),Mean travel time to work (minutes),Sex ratio (males per 100 females),GROSS RENT Occupied units paying rent Median (dollars),YEAR OF ENTRY Foreign born,relation_min_fee,Total population,Own children of the householder under 6 years,SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Mean household income (dollars),VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),relation_max_fee,Total housing units,Own children of the householder 6 to 17 years,Rental vacancy rate,"Professional, scientific, and management, and administrative and waste management services","Arts, entertainment, and recreation, and accommodation and food services",ROOM Median rooms,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,Black or African American,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",VEHICLES AVAILABLE No vehicles available,Hispanic or Latino (of any race),HOUSING TENURE Renter-occupied,PLACE OF BIRTH Native Different state,VEHICLES AVAILABLE 3 or more vehicles available,geoid,label
81,0.17,0.29,0.05,0.07,0.41,0.1,1.0,24.4,43.2,74.48,436.0,1516.0,748.0,7152.0,803.0,2637.827457264957,26749.0,582861.2010443864,835.5364006988934,1178.0,2039.0,1465.0,0.7,0.11,0.06,4.2,0.14,0.57,0.2,0.76,0.49,1.0,0.1,0.0507865168539326,36005014701.0,1.0
82,0.18,0.27,0.02,0.09,0.34,0.11,0.6239601990049735,26.0,48.5,74.62,500.0,1266.0,702.0,5326.0,624.0,2637.827457264957,27904.0,582861.2010443864,835.5364006988934,1063.0,1679.0,1027.0,4.944467353951887,0.1,0.17,4.1,0.18,0.42,0.21,0.75,0.59,1.0,0.06,0.02,36005014702.0,0.0
83,0.18,0.38,0.05,0.13,0.28,0.14,0.38,30.1,43.1,103.89,981.0,1589.0,500.0,4508.0,556.0,2637.827457264957,36398.0,582861.2010443864,835.5364006988934,1039.0,1656.0,657.0,4.9,0.09,0.11,3.7,0.33,0.39,0.18,0.69,0.6,0.91,0.06,0.01,36005014900.0,1.0
84,0.17,0.41,0.03,0.09,0.37,0.12,0.91,32.4,48.5,84.91,1035.0,1994.0,500.0,5172.0,544.0,2557.0,46013.0,415500.0,835.5364006988934,981.0,1958.0,965.0,4.8,0.11,0.1,4.1,0.34,0.43,0.14,0.62,0.57,0.87,0.05,0.02,36005015100.0,1.0
85,0.13,0.63,0.04,0.4,0.42,0.07,0.71,39.4,37.3,106.71,1399.0,626.0,567.0,2805.0,207.0,2811.0,84138.0,440400.0,917.0,1608.0,999.0,411.0,3.1,0.06,0.09,4.8,0.23,0.12,0.07,0.2,0.64,0.35,0.04,0.07,36005015200.0,0.0
86,0.17,0.35,0.02,0.08,0.35,0.13,0.8,30.0,42.2,80.41,1097.0,1573.0,455.0,4880.0,505.0,2194.0,41354.0,374000.0,460.0,1089.0,1658.0,986.0,2.4,0.11,0.09,3.8,0.35,0.53,0.11,0.58,0.53,0.84,0.03,0.01,36005015300.0,0.0
87,0.27,0.51,0.03,0.07,0.32,0.23,0.47,34.4,45.2,71.05,764.0,1374.0,455.0,2966.0,284.0,2750.0,28424.0,481800.0,557.0,1097.0,1126.0,454.0,1.3,0.06,0.12,3.4,0.27,0.21,0.14,0.56,0.8,0.94,0.03,0.0507865168539326,36005015500.0,1.0
88,0.18,0.45,0.03,0.13,0.25,0.24,0.81,29.5,46.1,75.44,1004.0,1556.0,455.0,4365.0,443.0,2714.0,46580.0,453000.0,918.0,1097.0,1408.0,604.0,4.2,0.02,0.12,3.8,0.41,0.29,0.21,0.51,0.71,0.85,0.04,0.0507865168539326,36005015700.0,1.0
89,0.08,0.74,0.02,0.51,0.22,0.2,0.73,38.8,37.2,63.66,1608.0,233.0,567.0,1090.0,91.0,2302.0,81905.0,426100.0,848.0,1594.0,490.0,156.0,11.4,0.1,0.04,5.7,0.22,0.05,0.1,0.19,0.58,0.4,0.01,0.07,36005015800.0,0.0
90,0.29,0.21,0.04,0.25,0.24,0.09,0.31,38.2,44.8,72.79,387.0,458.0,495.0,1600.0,39.0,2637.827457264957,26060.0,582861.2010443864,1218.0,1013.0,701.0,214.0,4.8,0.17,0.27,4.3,0.19,0.09,0.21,0.86,0.92,0.96,0.01,0.0507865168539326,36005015900.0,1.0
91,0.08,0.73,0.02,0.78,0.25,0.09,0.62,43.4,38.0,99.4,1692.0,804.0,1233.0,4004.0,359.0,2265.0,91606.0,432800.0,1017.0,1459.0,1641.0,500.0,6.8,0.11,0.1,4.8,0.23,0.01,0.06,0.15,0.24,0.5,0.05,0.07,36005016000.0,0.0
92,0.23,0.57,0.06,0.13,0.37,0.09,0.6239601990049735,34.8,41.5,77.51,455.0,1576.0,764.0,4372.0,551.0,2637.827457264957,27992.0,582861.2010443864,835.5364006988934,1097.0,1801.0,664.0,1.3,0.1,0.07,3.5,0.24,0.31,0.24,0.44,0.72,0.99,0.03,0.0507865168539326,36005016100.0,1.0
93,0.14,0.7,0.11,0.59,0.24,0.14,0.64,40.9,36.9,88.13,1233.0,284.0,567.0,2013.0,102.0,2741.0,86559.0,417000.0,771.0,1608.0,623.0,307.0,4.944467353951887,0.06,0.07,5.1,0.23,0.08,0.13,0.22,0.51,0.45,0.09,0.07,36005016200.0,0.0
94,0.06,0.66,0.06,0.78,0.29,0.18,0.51,48.7,36.0,92.13,1295.0,136.0,567.0,1026.0,102.0,2250.0,89241.0,474400.0,885.0,1608.0,460.0,72.0,8.0,0.09,0.06,5.2,0.18,0.08,0.11,0.18,0.32,0.36,0.04,0.01,36005016400.0,0.0
95,0.16,0.27,0.01,0.09,0.34,0.11,0.85,28.3,45.1,86.25,1063.0,345.0,500.0,1002.0,116.0,2637.827457264957,32972.0,423100.0,835.5364006988934,1296.0,407.0,164.0,2.1,0.07,0.06,3.9,0.35,0.54,0.13,0.73,0.5,0.94,0.04,0.0507865168539326,36005016500.0,1.0
96,0.06,0.73,0.08,0.48,0.27,0.09,0.65,39.1,42.9,87.93,1594.0,339.0,1233.0,2210.0,102.0,2731.0,84859.0,445300.0,732.0,1608.0,859.0,333.0,6.4,0.09,0.16,5.4,0.18,0.09,0.1,0.28,0.6,0.31,0.02,0.09,36005016600.0,0.0
97,0.08,0.28,0.03,0.09,0.35,0.11,0.86,26.4,43.8,95.32,1039.0,807.0,500.0,2920.0,404.0,2563.0,29432.0,404500.0,835.5364006988934,1296.0,989.0,611.0,1.7,0.06,0.12,3.7,0.55,0.46,0.19,0.72,0.55,0.95,0.05,0.0507865168539326,36005016700.0,1.0
98,0.09,0.34,0.0572485962225625,0.13,0.48,0.12,0.81,32.4,38.2,91.15,819.0,302.0,500.0,1361.0,56.0,2425.0,34850.0,445300.0,835.5364006988934,1182.0,508.0,203.0,4.7,0.08,0.07,4.0,0.25,0.58,0.17,0.7,0.43,0.85,0.08,0.0507865168539326,36005016900.0,0.0
99,0.27,0.37,0.0572485962225625,0.12,0.22,0.13,0.74,35.3,43.4,91.57,788.0,1795.0,873.0,5320.0,236.0,2690.0,30128.0,433300.0,835.5364006988934,1256.0,2093.0,825.0,3.8,0.14,0.14,3.8,0.26,0.26,0.18,0.86,0.63,0.96,0.1,0.0507865168539326,36005017300.0,1.0
100,0.23,0.26,0.01,0.06,0.4,0.14,0.6239601990049735,32.7,42.8,74.13,748.0,2443.0,436.0,6960.0,579.0,2637.827457264957,44357.0,582861.2010443864,835.5364006988934,1178.0,2679.0,1435.0,1.3,0.09,0.03,3.7,0.22,0.4,0.18,0.81,0.65,0.99,0.1,0.0507865168539326,36005017500.0,0.0
101,0.17,0.24,0.01,0.05,0.29,0.15,1.0,27.8,34.5,90.94,1178.0,1753.0,436.0,5228.0,652.0,3429.0,48267.0,485800.0,835.5364006988934,1130.0,1430.0,1127.0,9.7,0.07,0.13,4.1,0.32,0.36,0.21,0.6,0.63,0.91,0.05,0.01,36005017701.0,0.0
102,0.21,0.29,0.05,0.09,0.38,0.14,0.77,32.4,42.8,87.02,1130.0,2659.0,436.0,5401.0,351.0,2298.0,43081.0,389900.0,835.5364006988934,1178.0,1876.0,1002.0,4.8,0.09,0.11,4.0,0.26,0.34,0.16,0.63,0.64,0.88,0.06,0.0507865168539326,36005017702.0,0.0
103,0.22,0.34,0.04,0.07,0.34,0.13,0.83,28.5,41.3,77.87,1124.0,2246.0,1070.0,5112.0,481.0,1805.0,37510.0,351000.0,535.0,1155.0,1746.0,998.0,1.4,0.1,0.07,3.7,0.38,0.39,0.17,0.71,0.67,0.89,0.06,0.0507865168539326,36005017901.0,0.0
104,0.31,0.2,0.07,0.09,0.33,0.09,0.6239601990049735,29.8,37.9,88.12,1117.0,1463.0,436.0,3580.0,420.0,2637.827457264957,30131.0,582861.2010443864,835.5364006988934,1178.0,1164.0,580.0,4.944467353951887,0.07,0.07,3.7,0.24,0.54,0.14,0.83,0.45,1.0,0.03,0.0507865168539326,36005017902.0,1.0
105,0.2,0.29,0.05,0.08,0.27,0.11,0.41,30.3,40.9,74.72,1086.0,1154.0,1090.0,3068.0,189.0,2528.0,34779.0,471000.0,724.0,1178.0,1082.0,578.0,3.3,0.1,0.13,3.7,0.34,0.44,0.19,0.79,0.6,0.91,0.05,0.0507865168539326,36005018101.0,0.0
106,0.25,0.32,0.04,0.09,0.33,0.15,0.6239601990049735,32.3,40.3,89.97,1111.0,3054.0,1086.0,5851.0,515.0,2637.827457264957,47991.0,345800.0,209.0,1178.0,1703.0,1011.0,4.944467353951887,0.06,0.18,3.5,0.3,0.37,0.1,0.7,0.55,0.98,0.06,0.0507865168539326,36005018102.0,0.0
107,0.14,0.43,0.02,0.1,0.42,0.07,0.58,41.3,39.6,78.9,1094.0,1329.0,788.0,4011.0,252.0,1409.0,45625.0,258200.0,835.5364006988934,1256.0,2037.0,449.0,1.0,0.12,0.11,3.4,0.3,0.39,0.11,0.7,0.59,0.86,0.09,0.0507865168539326,36005018301.0,1.0
108,0.18,0.32,0.05,0.13,0.37,0.17,0.52,30.7,41.2,90.75,1178.0,1548.0,788.0,3836.0,265.0,2637.827457264957,45493.0,161800.0,835.5364006988934,1256.0,1307.0,763.0,1.7,0.09,0.08,3.7,0.25,0.33,0.14,0.67,0.65,0.96,0.03,0.01,36005018302.0,0.0
109,0.06,0.74,0.15,0.72,0.32,0.07,0.59,40.1,38.6,92.69,1364.0,610.0,1195.0,3559.0,220.0,2405.0,75014.0,427900.0,777.0,1594.0,1543.0,406.0,6.0,0.08,0.08,4.8,0.32,0.04,0.1,0.16,0.36,0.55,0.07,0.06,36005018400.0,0.0
110,0.13,0.31,0.02,0.1,0.37,0.13,1.0,32.4,43.3,90.8,927.0,2820.0,436.0,7342.0,857.0,2637.827457264957,34849.0,582861.2010443864,835.5364006988934,1178.0,2841.0,1266.0,2.0,0.11,0.06,3.4,0.41,0.45,0.15,0.75,0.56,1.0,0.04,0.0507865168539326,36005018500.0,1.0
111,0.14,0.27,0.04,0.13,0.27,0.2,0.33,32.6,37.5,85.81,1053.0,3271.0,478.0,8200.0,589.0,2637.827457264957,35641.0,408800.0,700.0,1162.0,3005.0,1862.0,1.5,0.08,0.17,3.9,0.29,0.28,0.25,0.72,0.72,0.95,0.06,0.0507865168539326,36005018900.0,1.0
112,0.16,0.24,0.07,0.11,0.32,0.13,0.6239601990049735,26.5,43.3,66.29,836.0,2077.0,1053.0,5659.0,619.0,2637.827457264957,33908.0,582861.2010443864,835.5364006988934,1173.0,2193.0,1142.0,1.0,0.08,0.14,3.9,0.29,0.41,0.17,0.76,0.63,1.0,0.04,0.0507865168539326,36005019300.0,1.0
113,0.06,0.59,0.1,0.29,0.27,0.15,0.7,34.1,43.6,109.78,1472.0,466.0,1276.0,2339.0,165.0,2902.0,65875.0,402300.0,893.0,1594.0,780.0,380.0,4.944467353951887,0.05,0.18,4.4,0.34,0.16,0.12,0.23,0.6,0.69,0.07,0.06,36005019400.0,0.0
114,0.16,0.34,0.05,0.12,0.32,0.08,0.48,33.3,41.6,84.79,1090.0,3199.0,788.0,7462.0,531.0,2583.0,38254.0,197900.0,946.0,1178.0,2834.0,1172.0,4.944467353951887,0.12,0.1,3.9,0.22,0.33,0.19,0.8,0.7,0.95,0.04,0.01,36005019500.0,1.0
115,0.22,0.23,0.06,0.1,0.22,0.14,0.6239601990049735,30.0,41.9,89.12,1109.0,3629.0,1070.0,6795.0,578.0,2637.827457264957,38402.0,582861.2010443864,835.5364006988934,1163.0,2314.0,1266.0,2.4,0.07,0.18,3.8,0.2,0.25,0.15,0.8,0.71,0.99,0.03,0.01,36005019700.0,1.0
116,0.15,0.39,0.02,0.16,0.33,0.14,0.73,32.8,40.1,86.36,1124.0,3713.0,836.0,8446.0,485.0,1622.0,49144.0,582861.2010443864,100.0,1173.0,2930.0,1677.0,0.8,0.07,0.15,3.8,0.28,0.29,0.16,0.69,0.7,0.93,0.05,0.0507865168539326,36005019900.0,1.0
117,0.12,0.5,0.07,0.14,0.24,0.13,0.7,33.6,50.6,96.32,1181.0,2038.0,1116.0,4751.0,437.0,2023.0,58525.0,368100.0,576.0,1497.0,1629.0,881.0,3.4,0.06,0.17,3.4,0.32,0.07,0.16,0.59,0.62,0.9,0.03,0.03,36005020000.0,0.0
118,0.18,0.25,0.02,0.12,0.33,0.13,0.82,31.2,42.0,81.84,1087.0,1977.0,836.0,4346.0,443.0,2637.827457264957,41998.0,582861.2010443864,835.5364006988934,1333.0,1382.0,886.0,1.8,0.1,0.15,3.8,0.3,0.34,0.19,0.72,0.67,0.98,0.06,0.0507865168539326,36005020100.0,1.0
119,0.14,0.43,0.06,0.23,0.25,0.16,0.51,35.1,46.5,86.56,1116.0,682.0,1181.0,2194.0,168.0,2231.0,46482.0,433300.0,680.0,1497.0,906.0,357.0,1.7,0.07,0.14,3.3,0.49,0.2,0.11,0.57,0.6,0.92,0.06,0.04,36005020200.0,0.0
120,0.15,0.53,0.04,0.23,0.26,0.15,0.81,30.6,41.4,106.91,1336.0,839.0,1116.0,2934.0,279.0,2882.0,53394.0,446800.0,835.5364006988934,1497.0,1116.0,471.0,3.6,0.07,0.2,4.0,0.3,0.16,0.13,0.48,0.7,0.81,0.01,0.04,36005020400.0,0.0
121,0.14,0.36,0.05,0.1,0.37,0.13,0.64,33.4,41.3,87.02,822.0,2305.0,938.0,6789.0,600.0,3628.0,37430.0,554500.0,835.5364006988934,1076.0,2885.0,1069.0,1.1,0.1,0.12,3.8,0.37,0.35,0.11,0.72,0.7,0.97,0.06,0.0507865168539326,36005020501.0,1.0
122,0.24,0.37,0.05,0.13,0.27,0.12,0.69,31.9,41.6,81.9,960.0,747.0,822.0,2110.0,250.0,1950.0,35298.0,423500.0,845.0,1202.0,959.0,333.0,3.8,0.08,0.11,3.4,0.33,0.38,0.12,0.7,0.62,0.92,0.1,0.01,36005020502.0,0.0
123,0.14,0.48,0.05,0.17,0.28,0.19,0.57,35.3,47.7,84.34,1497.0,1243.0,1116.0,2896.0,207.0,2282.0,62712.0,407100.0,820.0,1336.0,937.0,375.0,6.0,0.03,0.13,4.7,0.24,0.1,0.13,0.46,0.41,0.67,0.02,0.04,36005020601.0,0.0
124,0.18,0.32,0.01,0.1,0.25,0.16,0.6239601990049735,30.5,38.3,108.23,1076.0,2298.0,822.0,4429.0,319.0,2637.827457264957,38973.0,582861.2010443864,835.5364006988934,1163.0,1718.0,689.0,2.5,0.1,0.08,3.7,0.38,0.37,0.13,0.74,0.62,1.0,0.06,0.0507865168539326,36005020900.0,0.0
125,0.08,0.55,0.07,0.11,0.31,0.1,0.61,34.8,48.4,104.71,1160.0,2830.0,1174.0,9648.0,920.0,1451.0,58503.0,151600.0,863.0,1426.0,4115.0,1129.0,2.7,0.09,0.09,3.4,0.29,0.5,0.11,0.57,0.42,0.7,0.09,0.0507865168539326,36005021001.0,0.0
126,0.08,0.61,0.03,0.11,0.27,0.05,0.73,39.5,49.5,82.19,1174.0,1892.0,1160.0,6854.0,476.0,1406.0,63668.0,129400.0,772.0,1426.0,3150.0,715.0,4.944467353951887,0.17,0.12,3.4,0.35,0.61,0.1,0.67,0.23,0.84,0.07,0.0507865168539326,36005021002.0,0.0
127,0.17,0.29,0.05,0.09,0.34,0.17,0.36,27.8,40.3,93.96,1021.0,1920.0,1034.0,5200.0,534.0,4000.0,33892.0,333300.0,631.0,1163.0,1980.0,1010.0,4.4,0.08,0.1,3.9,0.24,0.41,0.19,0.78,0.6,0.95,0.02,0.01,36005021100.0,1.0
128,0.08,0.69,0.06,0.1,0.4,0.07,0.62,40.2,46.4,88.76,1205.0,1486.0,1142.0,5155.0,289.0,1451.0,60157.0,118600.0,750.0,1270.0,2292.0,729.0,2.3,0.09,0.16,3.4,0.27,0.37,0.07,0.62,0.35,0.7,0.06,0.02,36005021200.0,0.0
129,0.13,0.3,0.01,0.15,0.33,0.12,1.0,33.2,33.0,61.78,938.0,392.0,822.0,1147.0,96.0,2637.827457264957,40438.0,221600.0,835.5364006988934,1076.0,467.0,221.0,4.944467353951887,0.04,0.18,3.7,0.3,0.18,0.14,0.64,0.81,0.88,0.05,0.02,36005021301.0,0.0
130,0.22,0.35,0.01,0.06,0.32,0.16,0.6239601990049735,30.0,42.6,59.43,1066.0,2495.0,822.0,6151.0,689.0,2637.827457264957,38127.0,582861.2010443864,835.5364006988934,1163.0,2072.0,1150.0,0.9,0.05,0.23,3.9,0.31,0.53,0.16,0.83,0.52,0.97,0.03,0.01,36005021302.0,1.0
131,0.13,0.38,0.04,0.09,0.4,0.11,1.0,25.0,47.5,72.44,1057.0,1862.0,822.0,4761.0,574.0,2637.827457264957,41159.0,582861.2010443864,835.5364006988934,1039.0,1413.0,1002.0,2.4,0.04,0.1,4.1,0.51,0.3,0.17,0.76,0.75,0.99,0.03,0.01,36005021501.0,1.0
132,0.16,0.21,0.05,0.07,0.27,0.09,0.62,31.1,41.4,104.35,1039.0,2870.0,822.0,6298.0,467.0,2637.827457264957,30195.0,380600.0,835.5364006988934,1057.0,2199.0,1148.0,0.7,0.09,0.19,3.9,0.29,0.27,0.19,0.77,0.73,0.97,0.06,0.0507865168539326,36005021502.0,1.0
133,0.11,0.39,0.01,0.21,0.25,0.19,0.72,34.2,48.1,92.8,1215.0,1470.0,1160.0,4311.0,361.0,3516.0,36973.0,412700.0,756.0,1426.0,1744.0,631.0,4.5,0.09,0.08,3.6,0.33,0.31,0.19,0.61,0.55,0.83,0.04,0.0507865168539326,36005021601.0,1.0
134,0.11,0.53,0.02,0.16,0.29,0.11,0.37,40.3,51.1,68.56,1190.0,1670.0,1142.0,5861.0,466.0,1346.0,49234.0,124200.0,783.0,1270.0,2559.0,826.0,1.2,0.12,0.16,3.4,0.26,0.36,0.13,0.63,0.41,0.87,0.07,0.0507865168539326,36005021602.0,1.0
135,0.12,0.23,0.06,0.08,0.27,0.14,0.3,34.3,41.8,84.99,1060.0,2157.0,974.0,5213.0,396.0,2637.827457264957,36598.0,356300.0,835.5364006988934,1198.0,1924.0,866.0,5.8,0.08,0.11,3.8,0.39,0.47,0.25,0.8,0.55,0.99,0.1,0.0507865168539326,36005021700.0,1.0
136,0.14,0.46,0.04,0.16,0.32,0.09,0.64,34.1,44.8,87.35,1161.0,2682.0,1203.0,6870.0,610.0,2955.0,47704.0,466900.0,633.0,1343.0,2470.0,1054.0,4.7,0.13,0.09,3.9,0.28,0.34,0.17,0.44,0.63,0.77,0.04,0.0507865168539326,36005021800.0,0.0
137,0.24,0.22,0.06,0.12,0.22,0.08,1.0,33.6,47.6,105.4,1163.0,654.0,1021.0,1142.0,97.0,2637.827457264957,40068.0,582861.2010443864,835.5364006988934,1155.0,437.0,155.0,5.8,0.07,0.24,3.7,0.33,0.12,0.17,0.77,0.89,0.98,0.05,0.03,36005021900.0,0.0
138,0.28,0.25,0.07,0.12,0.07,0.15,0.67,28.4,44.1,112.72,1226.0,1007.0,1161.0,2174.0,152.0,2637.827457264957,36009.0,365600.0,835.5364006988934,1426.0,514.0,291.0,3.9,0.01,0.25,3.6,0.37,0.15,0.16,0.39,0.77,0.96,0.04,0.0507865168539326,36005022000.0,0.0
139,0.28,0.28,0.06,0.06,0.35,0.09,0.6239601990049735,27.6,42.3,87.29,1070.0,1980.0,1021.0,3948.0,567.0,2637.827457264957,37909.0,582861.2010443864,835.5364006988934,1163.0,1263.0,774.0,3.9,0.06,0.18,3.8,0.35,0.23,0.15,0.72,0.75,1.0,0.04,0.0507865168539326,36005022101.0,1.0
140,0.34,0.2,0.09,0.11,0.21,0.1,0.6239601990049735,30.4,38.3,86.18,1155.0,2311.0,1021.0,5293.0,519.0,2637.827457264957,29905.0,575000.0,835.5364006988934,1163.0,1750.0,1071.0,1.8,0.1,0.21,3.9,0.31,0.19,0.11,0.8,0.81,0.98,0.02,0.0507865168539326,36005022102.0,0.0
141,0.12,0.43,0.07,0.19,0.37,0.08,0.7,32.9,43.4,104.7,1270.0,1421.0,1142.0,3308.0,271.0,2232.0,50831.0,301300.0,914.0,1215.0,1218.0,445.0,4.6,0.05,0.17,3.4,0.39,0.18,0.15,0.52,0.6,0.87,0.02,0.02,36005022200.0,1.0
142,0.19,0.24,0.07,0.13,0.28,0.15,0.6239601990049735,29.7,42.9,91.53,1034.0,2305.0,1021.0,5177.0,234.0,2637.827457264957,36331.0,582861.2010443864,835.5364006988934,1163.0,1850.0,999.0,4.944467353951887,0.03,0.24,4.0,0.2,0.26,0.18,0.76,0.69,1.0,0.02,0.0507865168539326,36005022300.0,1.0
143,0.15,0.42,0.07,0.2,0.21,0.18,0.68,35.0,42.9,82.63,1290.0,986.0,1050.0,2807.0,306.0,740.0,67730.0,132000.0,375.0,1357.0,1170.0,305.0,3.4,0.07,0.17,3.2,0.29,0.19,0.12,0.64,0.7,0.84,0.07,0.03,36005022401.0,0.0
144,0.14,0.42,0.04,0.23,0.31,0.11,0.76,33.3,50.4,65.7,1357.0,1262.0,1050.0,3589.0,294.0,1170.0,53964.0,189400.0,835.5364006988934,1290.0,1373.0,463.0,3.7,0.05,0.2,3.7,0.33,0.18,0.09,0.67,0.68,0.89,0.04,0.0507865168539326,36005022403.0,1.0
145,0.1,0.59,0.05,0.32,0.37,0.1,0.88,32.2,46.5,76.09,1199.0,1139.0,1230.0,4265.0,309.0,770.0,52711.0,122400.0,835.5364006988934,1357.0,1835.0,646.0,4.944467353951887,0.1,0.07,3.4,0.3,0.26,0.12,0.62,0.49,0.82,0.07,0.01,36005022404.0,1.0
146,0.18,0.21,0.04,0.09,0.22,0.13,0.29,27.3,39.8,94.16,1126.0,4168.0,436.0,8440.0,768.0,2637.827457264957,51691.0,582861.2010443864,835.5364006988934,1198.0,2416.0,1403.0,2.3,0.05,0.25,3.6,0.41,0.33,0.22,0.69,0.65,0.97,0.05,0.0507865168539326,36005022500.0,1.0
147,0.14,0.36,0.03,0.13,0.35,0.19,0.26,30.8,40.6,76.29,1154.0,2254.0,974.0,5733.0,552.0,2637.827457264957,38686.0,582861.2010443864,100.0,1198.0,1898.0,633.0,0.9,0.06,0.08,3.9,0.28,0.4,0.17,0.77,0.59,0.96,0.06,0.01,36005022701.0,1.0
148,0.15,0.47,0.07,0.11,0.37,0.24,0.5,36.6,37.8,139.4,974.0,693.0,1060.0,1446.0,95.0,2637.827457264957,34394.0,582861.2010443864,835.5364006988934,1198.0,643.0,186.0,3.2,0.08,0.04,3.4,0.4,0.3,0.15,0.79,0.57,0.98,0.04,0.0507865168539326,36005022702.0,0.0
149,0.09,0.4,0.02,0.11,0.48,0.15,1.0,30.4,31.4,98.99,1198.0,1001.0,974.0,1775.0,141.0,2637.827457264957,53546.0,582861.2010443864,835.5364006988934,1154.0,605.0,413.0,4.944467353951887,0.14,0.06,3.5,0.32,0.21,0.18,0.65,0.61,0.98,0.05,0.0507865168539326,36005022703.0,0.0
150,0.12,0.53,0.08,0.26,0.28,0.12,0.79,32.2,46.3,93.96,1311.0,1972.0,567.0,5912.0,389.0,2837.0,58831.0,395500.0,1015.0,1364.0,2523.0,885.0,1.4,0.08,0.06,3.5,0.3,0.2,0.05,0.56,0.51,0.9,0.04,0.01,36005022800.0,1.0
151,0.19,0.35,0.03,0.1,0.36,0.16,1.0,28.6,38.9,84.94,1085.0,2465.0,974.0,5650.0,643.0,2637.827457264957,38583.0,582861.2010443864,835.5364006988934,1198.0,1977.0,1211.0,5.4,0.03,0.15,3.5,0.38,0.34,0.17,0.68,0.63,0.98,0.05,0.02,36005022901.0,1.0
152,0.21,0.29,0.04,0.09,0.24,0.1,0.7,29.7,39.7,73.62,1080.0,1567.0,974.0,3304.0,229.0,1909.0,35754.0,319400.0,835.5364006988934,1198.0,1148.0,562.0,3.5,0.14,0.2,3.6,0.39,0.29,0.23,0.62,0.72,0.92,0.04,0.0507865168539326,36005022902.0,1.0
153,0.16,0.43,0.06,0.38,0.29,0.16,0.56,30.9,43.9,92.99,1273.0,780.0,1199.0,2945.0,273.0,2549.0,53309.0,444900.0,579.0,1357.0,1022.0,575.0,4.3,0.02,0.15,3.9,0.51,0.13,0.08,0.51,0.47,0.78,0.05,0.02,36005023000.0,0.0
154,0.21,0.35,0.12,0.14,0.32,0.07,1.0,37.3,42.4,152.68,1182.0,820.0,1030.0,1650.0,127.0,3159.0,32768.0,431800.0,835.5364006988934,1296.0,462.0,229.0,4.944467353951887,0.09,0.15,4.0,0.28,0.4,0.25,0.71,0.6,0.97,0.02,0.0507865168539326,36005023100.0,0.0
155,0.09,0.49,0.08,0.33,0.29,0.12,0.69,33.1,46.2,102.7,1207.0,1033.0,1160.0,2702.0,210.0,2798.0,72631.0,429000.0,996.0,1426.0,879.0,515.0,4.9,0.08,0.15,4.6,0.3,0.09,0.12,0.43,0.6,0.68,0.02,0.08,36005023200.0,1.0
156,0.18,0.27,0.09,0.1,0.23,0.15,0.88,30.7,39.4,87.92,1065.0,1853.0,974.0,4185.0,239.0,2637.827457264957,28909.0,582861.2010443864,835.5364006988934,1154.0,1620.0,794.0,3.0,0.09,0.13,3.2,0.46,0.25,0.18,0.8,0.76,0.98,0.07,0.05,36005023301.0,1.0
157,0.25,0.22,0.03,0.19,0.32,0.21,0.6239601990049735,28.4,41.6,89.33,1296.0,1744.0,1030.0,3601.0,402.0,2637.827457264957,35780.0,582861.2010443864,835.5364006988934,1182.0,1009.0,603.0,1.1,0.04,0.13,4.0,0.39,0.22,0.15,0.77,0.79,1.0,0.04,0.01,36005023302.0,1.0
158,0.22,0.24,0.04,0.17,0.37,0.15,0.6239601990049735,31.2,40.7,74.99,1127.0,1650.0,1030.0,3225.0,333.0,2637.827457264957,33355.0,582861.2010443864,835.5364006988934,1296.0,1134.0,486.0,1.9,0.06,0.17,3.9,0.28,0.17,0.08,0.72,0.83,1.0,0.05,0.0507865168539326,36005023501.0,1.0
159,0.23,0.35,0.06,0.19,0.33,0.13,0.71,37.0,39.0,94.04,1069.0,2335.0,1030.0,4624.0,335.0,2704.0,32777.0,417100.0,835.5364006988934,1296.0,1742.0,756.0,1.7,0.08,0.14,3.2,0.41,0.18,0.16,0.73,0.81,0.96,0.04,0.01,36005023502.0,1.0
160,0.25,0.34,0.09,0.38,0.21,0.12,0.8,27.5,40.0,103.23,1343.0,805.0,1161.0,2268.0,195.0,2212.0,49417.0,448000.0,843.0,1290.0,675.0,430.0,3.4,0.07,0.21,4.3,0.37,0.11,0.14,0.41,0.55,0.86,0.03,0.03,36005023600.0,0.0
